Pop,Cohort,Bench,Position,Envelope 1 Biomass (g),Envelope 2 Biomass (g),Envelope 3 Biomass (g),Below Ground Biomass (g) STTO-BH,Notes 
CAAN2,cohort 7,3,C09,,,,,NO PLANT
CAAN2,cohort 7,3,E09,,,,,NO PLANT
CAAN2,cohort 7,3,G11,,,,,NO PLANT
CAAN2,cohort 8,3,A11,,,,,NO PLANT
CAAN2,cohort 8,3,D02,,,,,NO PLANT
CAAN2,cohort 8,3,D14,,,,,NO PLANT
CAAN2,cohort 8,3,E01,,,,,NO PLANT
CAAN2,cohort 8,3,F02,,,,,NO PLANT
CAAN2,cohort 8,3,F14,,,,,NO PLANT
CAAM,blank,1,D12,,,,,
CAAN2,cohort 1,4,B08,0.0196,,,,
CAAN2,cohort 1,4,C09,0.0057,,,,
CAAN2,cohort 1,4,C11,0.0115,,,,
CAAN2,cohort 1,4,D10,0.0191,,,,
CAAN2,cohort 1,4,D12,0.0279,,,,
CAAN2,cohort 1,4,G13,0.0025,,,,
CAAN2,cohort 2,4,A11,,,,,NO PLANT
CAAN2,cohort 2,4,B02,,,,,NO PLANT
CAAN2,cohort 2,4,D08,,,,,NO PLANT
CAAN2,cohort 2,4,E05,,,,,NO PLANT
CAAN2,cohort 2,4,G07,,,,,NO PLANT
CAAN2,cohort 2,4,G11,,,,,NO PLANT
CAAN2,cohort 3,4,A03,0.0031,,,,
CAAN2,cohort 3,4,B06,0.0057,,,,
CAAN2,cohort 3,4,B10,,,,,NO PLANT
CAAN2,cohort 3,4,C03,,,,,NO PLANT
CAAN2,cohort 3,4,D02,,,,,NO PLANT
CAAN2,cohort 3,4,E13,,,,,NO PLANT
CAAN2,cohort 4,4,B04,0.0088,,,,
CAAN2,cohort 4,4,C07,0.0099,,,,
CAAN2,cohort 4,4,F02,0.0102,,,,
CAAN2,cohort 4,4,F12,,,,,NO PLANT
CAAN2,cohort 4,4,G05,0.0132,,,,
CAAN2,cohort 4,4,G09,,,,,NO PLANT
CAAN2,cohort 5,4,C13,0.0062,,,,
CAAN2,cohort 5,4,D04,0.0058,,,,
CAAN2,cohort 5,4,E09,,,,,NO PLANT
CAAN2,cohort 5,4,F04,,,,,NO PLANT
CAAN2,cohort 5,4,F08,,,,,NO PLANT
CAAN2,cohort 5,4,G01,0.0265,,,,
CAAN2,cohort 6,4,A01,0.0042,,,,
CAAN2,cohort 6,4,A09,,,,,
CAAN2,cohort 6,4,A13,,,,,NO PLANT
CAAN2,cohort 6,4,B12,,,,,NO PLANT
CAAN2,cohort 6,4,D06,,,,,NO PLANT
CAAN2,cohort 6,4,F14,,,,,NO PLANT
CAAN2,cohort 7,4,A05,,,,,
CAAN2,cohort 7,4,B14,,,,,
CAAN2,cohort 7,4,C01,,,,,NO PLANT
CAAN2,cohort 7,4,C05,,,,,NO PLANT
CAAN2,cohort 7,4,E11,,,,,NO PLANT
CAAN2,cohort 7,4,F10,,,,,NO PLANT
CAAN2,cohort 8,4,A07,0.0064,,,,
CAAN2,cohort 8,4,D14,,,,,NO PLANT
CAAN2,cohort 8,4,E01,,,,,NO PLANT
CAAN2,cohort 8,4,E03,,,,,NO PLANT
CAAN2,cohort 8,4,E07,,,,,NO PLANT
CAAN2,cohort 8,4,G03,,,,,NO PLANT
CAIN4,blank,1,F02,,,,,
CACO1,cohort 1,1,A13,0.0229,,,,
CACO1,cohort 1,1,B02,0.0201,,,,
CACO1,cohort 1,1,D14,0.0138,,,,
CACO1,cohort 1,1,E09,0.0421,,,,
CACO1,cohort 1,1,G01,0.0488,,,,
CACO1,cohort 1,1,G07,0.0796,,,,
CACO1,cohort 2,1,B06,0.0163,,,,
CACO1,cohort 2,1,C13,,,,,NO PLANT
CACO1,cohort 2,1,D04,,,,,NO PLANT
CACO1,cohort 2,1,D12,0.0283,,,,
CACO1,cohort 2,1,E01,,,,,NO PLANT
CACO1,cohort 2,1,G03,0.0025,,,,
CACO1,cohort 3,1,B04,0.0072,,,,
CACO1,cohort 3,1,C05,0.0156,,,,
CACO1,cohort 3,1,C09,0.0058,,,,
CACO1,cohort 3,1,D02,0.0097,,,,
CACO1,cohort 3,1,F14,,,,,NO PLANT
CACO1,cohort 3,1,G05,,,,,NO PLANT
CACO1,cohort 4,1,A03,0.0301,,,,
CACO1,cohort 4,1,A05,0.0257,,,,
CACO1,cohort 4,1,D10,0.0392,,,,
CACO1,cohort 4,1,F04,0.0385,,,,
CACO1,cohort 4,1,F10,,,,,NO PLANT
CACO1,cohort 4,1,G09,,,,,NO PLANT
CACO1,cohort 5,1,A01,0.0233,,,,
CACO1,cohort 5,1,A09,0.0159,,,,
CACO1,cohort 5,1,A11,0.027,,,,
CACO1,cohort 5,1,C03,0.0268,,,,
CACO1,cohort 5,1,C07,0.019,,,,
CACO1,cohort 5,1,F08,0.026,,,,
CACO1,cohort 6,1,C01,0.0209,,,,
CACO1,cohort 6,1,E13,0.0122,,,,
CACO1,cohort 6,1,F02,0.0105,,,,
CACO1,cohort 6,1,F12,0.0317,,,,
CACO1,cohort 6,1,G11,,,,,NO PLANT
CACO1,cohort 6,1,G13,,,,,NO PLANT
CACO1,cohort 7,1,B08,,,,,
CACO1,cohort 7,1,B12,0.012,,,,
CACO1,cohort 7,1,C11,,,,,NO PLANT
CACO1,cohort 7,1,D06,,,,,NO PLANT
CACO1,cohort 7,1,E03,,,,,NO PLANT
CACO1,cohort 7,1,E07,,,,,NO PLANT
CACO1,cohort 8,1,A07,,,,,NO PLANT
CACO1,cohort 8,1,B10,,,,,NO PLANT
CACO1,cohort 8,1,D08,,,,,NO PLANT
CACO1,cohort 8,1,E05,,,,,NO PLANT
CACO1,cohort 8,1,E11,,,,,NO PLANT
CACO1,cohort 8,1,F06,,,,,NO PLANT
CAAN1,blank,1,D14,,,,,
CACO1,cohort 1,2,B02,0.0294,,,,
CACO1,cohort 1,2,B06,0.0277,,,,
CACO1,cohort 1,2,C05,0.0468,,,,
CACO1,cohort 1,2,E03,0.0395,,,,
CACO1,cohort 1,2,F02,0.0253,0.0477,,,
CACO1,cohort 1,2,F10,,,,,
CACO1,cohort 2,2,B14,,,,,NO PLANT
CACO1,cohort 2,2,C07,0.0372,,,,
CACO1,cohort 2,2,D06,,,,,
CACO1,cohort 2,2,E07,,,,,NO PLANT
CACO1,cohort 2,2,F14,,,,,NO PLANT
CACO1,cohort 2,2,G07,0.0189,,,,
CACO1,cohort 3,2,A09,0.0076,,,,
CACO1,cohort 3,2,C09,0.0072,,,,
CACO1,cohort 3,2,D04,0.0327,,,,
CACO1,cohort 3,2,D12,0.0209,,,,
CACO1,cohort 3,2,E01,,,,,NO PLANT
CACO1,cohort 3,2,G03,,,,,NO PLANT
CACO1,cohort 4,2,B08,,,,,
CACO1,cohort 4,2,E05,,,,,
CACO1,cohort 4,2,E11,0.0351,,,,
CACO1,cohort 4,2,E13,0.0317,,,,
CACO1,cohort 4,2,F08,0.0368,,,,
CACO1,cohort 4,2,G05,,,,,NO PLANT
CACO1,cohort 5,2,A03,0.0234,,,,
CACO1,cohort 5,2,A05,0.0249,,,,
CACO1,cohort 5,2,A07,0.0291,,,,
CACO1,cohort 5,2,B04,0.0221,,,,
CACO1,cohort 5,2,C11,0.0354,,,,
CACO1,cohort 5,2,G01,0.039,,,,
CACO1,cohort 6,2,A01,0.0125,,,,
CACO1,cohort 6,2,C01,0.0197,,,,
CACO1,cohort 6,2,E09,0.0187,,,,
CACO1,cohort 6,2,F12,0.036,,,,
CACO1,cohort 6,2,G09,,,,,
CACO1,cohort 6,2,G13,,,,,NO PLANT
CACO1,cohort 7,2,A11,,,,,
CACO1,cohort 7,2,B10,,,,,NO PLANT
CACO1,cohort 7,2,B12,,,,,NO PLANT
CACO1,cohort 7,2,D10,,,,,NO PLANT
CACO1,cohort 7,2,D14,,,,,NO PLANT
CACO1,cohort 7,2,F06,,,,,NO PLANT
CACO1,cohort 8,2,A13,,,,,NO PLANT
CACO1,cohort 8,2,C13,,,,,NO PLANT
CACO1,cohort 8,2,D02,,,,,NO PLANT
CACO1,cohort 8,2,D08,,,,,NO PLANT
CACO1,cohort 8,2,F04,,,,,NO PLANT
CACO1,cohort 8,2,G11,,,,,NO PLANT
CACO1,blank,2,C03,,,,,
CACO1,cohort 1,3,B02,0.0218,,,,
CACO1,cohort 1,3,B04,0.0157,,,,
CACO1,cohort 1,3,C09,0.0196,,,,
CACO1,cohort 1,3,E01,0.021,,,,
CACO1,cohort 1,3,F14,0.0481,,,,
CACO1,cohort 1,3,G01,0.039,,,,
CACO1,cohort 2,3,A01,,,,,
CACO1,cohort 2,3,A05,,,,,NO PLANT
CACO1,cohort 2,3,C05,0.0068,,,,
CACO1,cohort 2,3,D02,0.0166,,,,
CACO1,cohort 2,3,D10,,,,,NO PLANT
CACO1,cohort 2,3,E13,,,,,NO PLANT
CACO1,cohort 3,3,A07,0.0065,,,,
CACO1,cohort 3,3,A11,0.0024,,,,
CACO1,cohort 3,3,B14,,,,,NO PLANT
CACO1,cohort 3,3,C03,0.0145,,,,
CACO1,cohort 3,3,C13,,,,,NO PLANT
CACO1,cohort 3,3,F12,,,,,NO PLANT
CACO1,cohort 4,3,B08,0.0174,,,,
CACO1,cohort 4,3,B10,0.015,,,,
CACO1,cohort 4,3,E07,0.031,,,,
CACO1,cohort 4,3,E09,0.0291,,,,
CACO1,cohort 4,3,G03,0.0266,,,,
CACO1,cohort 4,3,G13,,,,,NO PLANT
CACO1,cohort 5,3,C11,0.0278,,,,
CACO1,cohort 5,3,F02,0.0211,,,,
CACO1,cohort 5,3,F04,0.0164,,,,
CACO1,cohort 5,3,F08,0.0357,,,,
CACO1,cohort 5,3,F10,0.0294,,,,
CACO1,cohort 5,3,G11,0.0177,,,,
CACO1,cohort 6,3,A13,0.0063,,,,
CACO1,cohort 6,3,D04,0.0192,,,,
CACO1,cohort 6,3,D12,0.0139,,,,
CACO1,cohort 6,3,E05,0.0137,,,,
CACO1,cohort 6,3,G07,0.0211,,,,
CACO1,cohort 6,3,G09,,,,,NO PLANT
CACO1,cohort 7,3,A09,0.0096,,,,
CACO1,cohort 7,3,C01,,,,,NO PLANT
CACO1,cohort 7,3,D08,,,,,NO PLANT
CACO1,cohort 7,3,E11,,,,,NO PLANT
CACO1,cohort 7,3,F06,,,,,NO PLANT
CACO1,cohort 7,3,G05,,,,,NO PLANT
CACO1,cohort 8,3,A03,0.0183,,,,
CACO1,cohort 8,3,B06,,,,,NO PLANT
CACO1,cohort 8,3,C07,,,,,NO PLANT
CACO1,cohort 8,3,D06,,,,,NO PLANT
CACO1,cohort 8,3,D14,,,,,NO PLANT
CACO1,cohort 8,3,E03,,,,,NO PLANT
STDR2,blank,2,F06,,,,,
CACO1,cohort 1,4,B02,0.0303,,,,
CACO1,cohort 1,4,C05,0.0313,,,,
CACO1,cohort 1,4,D10,0.0296,,,,
CACO1,cohort 1,4,E11,0.0303,,,,
CACO1,cohort 1,4,F14,0.0147,,,,
CACO1,cohort 1,4,G09,0.0645,,,,
CACO1,cohort 2,4,A11,0.0029,0.005,,,
CACO1,cohort 2,4,B08,0.0137,,,,
CACO1,cohort 2,4,D06,,,,,NO PLANT
CACO1,cohort 2,4,D14,,,,,NO PLANT
CACO1,cohort 2,4,F04,,,,,NO PLANT
CACO1,cohort 2,4,F08,0.0048,0.0224,,,
CACO1,cohort 3,4,A05,0.0257,,,,
CACO1,cohort 3,4,B04,0.0091,,,,
CACO1,cohort 3,4,C11,0.0308,,,,
CACO1,cohort 3,4,E05,,,,,NO PLANT
CACO1,cohort 3,4,E07,,,,,NO PLANT
CACO1,cohort 3,4,F02,,,,,NO PLANT
CACO1,cohort 4,4,A07,0.0145,,,,
CACO1,cohort 4,4,B14,0.0316,,,,
CACO1,cohort 4,4,D08,0.0267,,,,
CACO1,cohort 4,4,E03,0.0144,,,,
CACO1,cohort 4,4,E09,,,,,NO PLANT
CACO1,cohort 4,4,F06,,,,,NO PLANT
CACO1,cohort 5,4,A03,0.0419,,,,
CACO1,cohort 5,4,B06,0.05,,,,
CACO1,cohort 5,4,B10,0.0329,,,,
CACO1,cohort 5,4,C01,0.0228,,,,
CACO1,cohort 5,4,C07,0.0166,,,,
CACO1,cohort 5,4,G13,0.0339,,,,
CACO1,cohort 6,4,A01,0.0159,,,,
CACO1,cohort 6,4,A09,0.0169,,,,
CACO1,cohort 6,4,C09,0.0146,,,,
CACO1,cohort 6,4,C13,0.0118,,,,
CACO1,cohort 6,4,D04,0.0201,,,,
CACO1,cohort 6,4,D12,,,,,NO PLANT
CACO1,cohort 7,4,A13,,,,,
CACO1,cohort 7,4,F12,,,,,NO PLANT
CACO1,cohort 7,4,G01,,,,,NO PLANT
CACO1,cohort 7,4,G05,,,,,NO PLANT
CACO1,cohort 7,4,G07,,,,,NO PLANT
CACO1,cohort 7,4,G11,,,,,NO PLANT
CACO1,cohort 8,4,C03,,,,,
CACO1,cohort 8,4,D02,0.0298,,,,
CACO1,cohort 8,4,E01,,,,,NO PLANT
CACO1,cohort 8,4,E13,,,,,NO PLANT 
CACO1,cohort 8,4,F10,,,,,NO PLANT
CACO1,cohort 8,4,G03,,,,,NO PLANT
CAIN3,blank,2,A09,,,,,
CAIN3,cohort 1,1,C03,0.0028,,,,
CAIN3,cohort 1,1,C09,,,,,NO PLANT
CAIN3,cohort 1,1,D08,0.0384,,,,
CAIN3,cohort 1,1,D14,0.0041,,,,
CAIN3,cohort 1,1,F04,,,,,
CAIN3,cohort 1,1,F12,0.006,,,,
CAIN3,cohort 2,1,A11,,,,,NO PLANT
CAIN3,cohort 2,1,B10,0.0162,,,,
CAIN3,cohort 2,1,B14,,,,,
CAIN3,cohort 2,1,C11,0.0213,,,,
CAIN3,cohort 2,1,E05,,,,,NO PLANT
CAIN3,cohort 2,1,E09,0.0218,,,,
CAIN3,cohort 3,1,B12,0.0446,,,,
CAIN3,cohort 3,1,C07,0.0247,,,,
CAIN3,cohort 3,1,D02,,,,,
CAIN3,cohort 3,1,F14,,,,,NO PLANT
CAIN3,cohort 3,1,G03,,,,,NO PLANT
CAIN3,cohort 3,1,G11,,,,,NO PLANT
CAIN3,cohort 4,1,A03,0.0108,,,,
CAIN3,cohort 4,1,B06,0.0107,,,,
CAIN3,cohort 4,1,D04,0.0086,,,,
CAIN3,cohort 4,1,D12,0.0135,,,,
CAIN3,cohort 4,1,E07,0.0212,,,,
CAIN3,cohort 4,1,E11,0.0101,,,,
CAIN3,cohort 5,1,A05,0.0309,,,,
CAIN3,cohort 5,1,C01,0.0209,,,,
CAIN3,cohort 5,1,E03,0.0167,,,,
CAIN3,cohort 5,1,E13,0.0147,,,,
CAIN3,cohort 5,1,F02,,,,,NO PLANT
CAIN3,cohort 5,1,G01,,,,,NO PLANT
CAIN3,cohort 6,1,A07,0.014,,,,
CAIN3,cohort 6,1,A13,0.0123,,,,
CAIN3,cohort 6,1,B02,0.0053,,,,
CAIN3,cohort 6,1,C05,0.0064,,,,
CAIN3,cohort 6,1,F08,0.0086,,,,
CAIN3,cohort 6,1,G05,,,,,NO PLANT
CAIN3,cohort 7,1,D06,,,,,
CAIN3,cohort 7,1,D10,,,,,
CAIN3,cohort 7,1,E01,,,,,
CAIN3,cohort 7,1,G07,,,,,NO PLANT
CAIN3,cohort 7,1,G09,,,,,NO PLANT
CAIN3,cohort 7,1,G13,,,,,NO PLANT
CAIN3,cohort 8,1,A01,,,,,NO PLANT
CAIN3,cohort 8,1,A09,,,,,NO PLANT
CAIN3,cohort 8,1,B04,,,,,NO PLANT
CAIN3,cohort 8,1,B08,,,,,NO PLANT
CAIN3,cohort 8,1,C13,,,,,NO PLANT
CAIN3,cohort 8,1,F10,,,,,NO PLANT
STIN,blank,2,B10,,,,,
CAIN3,cohort 1,2,A03,0.0398,,,,
CAIN3,cohort 1,2,B14,0.0099,,,,
CAIN3,cohort 1,2,D06,0.0153,,,,
CAIN3,cohort 1,2,D10,0.0428,,,,
CAIN3,cohort 1,2,E09,0.0058,,,,
CAIN3,cohort 1,2,G05,0.0285,,,,
CAIN3,cohort 2,2,A07,0.0097,,,,
CAIN3,cohort 2,2,B08,0.0011,,,,
CAIN3,cohort 2,2,D08,,,,,NO PLANT
CAIN3,cohort 2,2,E01,,,,,NO PLANT
CAIN3,cohort 2,2,F04,0.0106,,,,
CAIN3,cohort 2,2,F10,,,,,NO PLANT
CAIN3,cohort 3,2,A13,,,,,
CAIN3,cohort 3,2,C11,,,,,NO PLANT
CAIN3,cohort 3,2,F06,0.0171,,,,
CAIN3,cohort 3,2,F08,,,,,NO PLANT
CAIN3,cohort 3,2,G03,,,,,NO PLANT
CAIN3,cohort 3,2,G11,,,,,NO PLANT
CAIN3,cohort 4,2,B06,0.0094,,,,
CAIN3,cohort 4,2,C01,0.0028,,,,
CAIN3,cohort 4,2,C07,0.0034,,,,
CAIN3,cohort 4,2,D02,0.016,,,,
CAIN3,cohort 4,2,D04,0.0019,,,,
CAIN3,cohort 4,2,E13,0.0054,,,,
CAIN3,cohort 5,2,B02,0.0238,,,,
CAIN3,cohort 5,2,C09,0.0182,,,,
CAIN3,cohort 5,2,D12,0.0053,,,,
CAIN3,cohort 5,2,D14,0.011,,,,
CAIN3,cohort 5,2,G07,,,,,NO PLANT
CAIN3,cohort 5,2,G09,,,,,NO PLANT
CAIN3,cohort 6,2,A01,0.0034,,,,
CAIN3,cohort 6,2,A05,0.0012,0.0053,,,
CAIN3,cohort 6,2,A11,0.0022,,,,
CAIN3,cohort 6,2,E11,0.0122,,,,
CAIN3,cohort 6,2,F14,0.011,,,,
CAIN3,cohort 6,2,G13,,,,,NO PLANT
CAIN3,cohort 7,2,B12,,,,,
CAIN3,cohort 7,2,C13,0.0042,,,,
CAIN3,cohort 7,2,E07,0.0036,,,,
CAIN3,cohort 7,2,F02,,,,,NO PLANT
CAIN3,cohort 7,2,F12,,,,,NO PLANT
CAIN3,cohort 7,2,G01,,,,,NO PLANT
CAIN3,cohort 8,2,B04,0.0135,,,,
CAIN3,cohort 8,2,B10,,,,,NO PLANT
CAIN3,cohort 8,2,C03,,,,,NO PLANT
CAIN3,cohort 8,2,C05,,,,,NO PLANT
CAIN3,cohort 8,2,E03,,,,,NO PLANT
CAIN3,cohort 8,2,E05,,,,,NO PLANT
STBR3,blank,2,B04,,,,,
CAIN3,cohort 1,3,A05,0.0284,,,,
CAIN3,cohort 1,3,B14,0.0449,,,,
CAIN3,cohort 1,3,C09,0.0314,,,,
CAIN3,cohort 1,3,E13,0.0453,,,,
CAIN3,cohort 1,3,G03,,,,,
CAIN3,cohort 1,3,G07,0.0208,,,,
CAIN3,cohort 2,3,E01,,,,,NO PLANT
CAIN3,cohort 2,3,E03,,,,,NO PLANT
CAIN3,cohort 2,3,F14,,,,,NO PLANT
CAIN3,cohort 2,3,G01,0.0083,,,,
CAIN3,cohort 2,3,G09,,,,,NO PLANT
CAIN3,cohort 2,3,G13,0.0077,,,,
CAIN3,cohort 3,3,A13,0.0185,,,,
CAIN3,cohort 3,3,D02,0.0056,,,,
CAIN3,cohort 3,3,E05,,,,,NO PLANT
CAIN3,cohort 3,3,E07,,,,,NO PLANT
CAIN3,cohort 3,3,E09,,,,,NO PLANT
CAIN3,cohort 3,3,G05,,,,,NO PLANT
CAIN3,cohort 4,3,A11,0.0115,,,,
CAIN3,cohort 4,3,B06,0.0056,,,,
CAIN3,cohort 4,3,C05,0.0087,,,,
CAIN3,cohort 4,3,C11,0.0195,,,,
CAIN3,cohort 4,3,D06,0.0042,,,,
CAIN3,cohort 4,3,D14,,,,,NO PLANT
CAIN3,cohort 5,3,A07,0.0118,,,,
CAIN3,cohort 5,3,A09,,,,,NO PLANT
CAIN3,cohort 5,3,B02,0.0056,,,,
CAIN3,cohort 5,3,C07,0.0097,,,,
CAIN3,cohort 5,3,F10,,,,,NO PLANT
CAIN3,cohort 5,3,F12,,,,,NO PLANT
CAIN3,cohort 6,3,C01,0.0054,,,,
CAIN3,cohort 6,3,C03,0.0219,,,,
CAIN3,cohort 6,3,D04,0.0296,,,,
CAIN3,cohort 6,3,F02,0.0153,,,,
CAIN3,cohort 6,3,F08,0.0204,,,,
CAIN3,cohort 6,3,G11,0.0171,,,,
CAIN3,cohort 7,3,A01,0.0056,,,,
CAIN3,cohort 7,3,B04,0.0056,,,,
CAIN3,cohort 7,3,B10,,,,,NO PLANT
CAIN3,cohort 7,3,D10,,,,,NO PLANT
CAIN3,cohort 7,3,D12,,,,,NO PLANT
CAIN3,cohort 7,3,F06,,,,,NO PLANT
CAIN3,cohort 8,3,A03,0.0057,,,,
CAIN3,cohort 8,3,B12,,,,,
CAIN3,cohort 8,3,C13,,,,,NO PLANT
CAIN3,cohort 8,3,D08,,,,,NO PLANT
CAIN3,cohort 8,3,E11,,,,,NO PLANT
CAIN3,cohort 8,3,F04,,,,,NO PLANT
CAAN2,blank,2,E01,,,,,
CAIN3,cohort 1,4,B08,0.0341,0.0174,,,
CAIN3,cohort 1,4,C07,0.035,,,,
CAIN3,cohort 1,4,D06,0.0958,,,,
CAIN3,cohort 1,4,E01,0.0436,,,,
CAIN3,cohort 1,4,E09,0.0065,,,,
CAIN3,cohort 1,4,G13,0.0084,,,,
CAIN3,cohort 2,4,B02,0.0062,,,,
CAIN3,cohort 2,4,E11,0.0067,,,,
CAIN3,cohort 2,4,E13,,,,,NO PLANT
CAIN3,cohort 2,4,F02,,,,,NO PLANT
CAIN3,cohort 2,4,G01,0.0149,,,,
CAIN3,cohort 2,4,G03,0.0085,,,,
CAIN3,cohort 3,4,B12,0.0367,,,,
CAIN3,cohort 3,4,C01,0.0341,,,,
CAIN3,cohort 3,4,D08,,,,,NO PLANT
CAIN3,cohort 3,4,D10,,,,,NO PLANT
CAIN3,cohort 3,4,E07,,,,,NO PLANT
CAIN3,cohort 3,4,F08,,,,,NO PLANT
CAIN3,cohort 4,4,A01,0.0079,,,,
CAIN3,cohort 4,4,A11,,,,,
CAIN3,cohort 4,4,A13,0.0056,,,,
CAIN3,cohort 4,4,C03,0.0171,,,,
CAIN3,cohort 4,4,C09,0.0181,,,,
CAIN3,cohort 4,4,F14,0.0049,,,,
CAIN3,cohort 5,4,A05,0.0193,,,,
CAIN3,cohort 5,4,B06,0.007,,,,
CAIN3,cohort 5,4,B14,,,,,NO PLANT
CAIN3,cohort 5,4,D04,,,,,NO PLANT
CAIN3,cohort 5,4,D12,,,,,NO PLANT
CAIN3,cohort 5,4,G05,,,,,NO PLANT
CAIN3,cohort 6,4,A03,0.0088,,,,
CAIN3,cohort 6,4,B10,0.0052,,,,
CAIN3,cohort 6,4,C11,0.023,,,,
CAIN3,cohort 6,4,F06,0.018,,,,
CAIN3,cohort 6,4,G09,0.0088,,,,
CAIN3,cohort 6,4,G11,0.0106,,,,
CAIN3,cohort 7,4,A09,,,,,NO PLANT
CAIN3,cohort 7,4,B04,0.0018,,,,
CAIN3,cohort 7,4,C05,,,,,NO PLANT
CAIN3,cohort 7,4,C13,,,,,NO PLANT
CAIN3,cohort 7,4,D14,,,,,NO PLANT
CAIN3,cohort 7,4,G07,,,,,NO PLANT
CAIN3,cohort 8,4,A07,0.0059,,,,
CAIN3,cohort 8,4,D02,,,,,NO PLANT
CAIN3,cohort 8,4,E03,,,,,NO PLANT
CAIN3,cohort 8,4,E05,,,,,NO PLANT
CAIN3,cohort 8,4,F04,,,,,
CAIN3,cohort 8,4,F12,,,,,NO PLANT
STPO,blank,2,C01,,,,,
CAIN4,cohort 1,1,A03,0.0353,,,,
CAIN4,cohort 1,1,A05,0.0211,,,,
CAIN4,cohort 1,1,B12,0.0324,,,,
CAIN4,cohort 1,1,E05,0.0076,,,,
CAIN4,cohort 1,1,E09,0.0222,,,,
CAIN4,cohort 1,1,E13,0.0358,,,,
CAIN4,cohort 2,1,A11,,,,,NO PLANT
CAIN4,cohort 2,1,B14,,,,,NO PLANT
CAIN4,cohort 2,1,D08,0.0226,,,,
CAIN4,cohort 2,1,E03,0.0075,,,,
CAIN4,cohort 2,1,F06,,,,,NO PLANT
CAIN4,cohort 2,1,G07,0.0224,,,,
CAIN4,cohort 3,1,A01,0.0178,,,,
CAIN4,cohort 3,1,B02,0.01,,,,
CAIN4,cohort 3,1,C03,0.006,0.0172,,,
CAIN4,cohort 3,1,G05,,,,,NO PLANT
CAIN4,cohort 3,1,G09,,,,,NO PLANT
CAIN4,cohort 3,1,G13,,,,,NO PLANT
CAIN4,cohort 4,1,A13,,,,,NO PLANT
CAIN4,cohort 4,1,C07,,,,,NO PLANT
CAIN4,cohort 4,1,D02,,,,,
CAIN4,cohort 4,1,D12,,,,,NO PLANT
CAIN4,cohort 4,1,E01,,,,,NO PLANT
CAIN4,cohort 4,1,G03,,,,,NO PLANT
CAIN4,cohort 5,1,A09,0.0287,,,,
CAIN4,cohort 5,1,B04,,,,,NO PLANT
CAIN4,cohort 5,1,B06,,,,,NO PLANT
CAIN4,cohort 5,1,C05,,,,,NO PLANT
CAIN4,cohort 5,1,C13,0.0096,,,,
CAIN4,cohort 5,1,G01,,,,,NO PLANT
CAIN4,cohort 6,1,A07,0.0121,,,,
CAIN4,cohort 6,1,B10,0.0065,0.0146,,,
CAIN4,cohort 6,1,C11,,,,,
CAIN4,cohort 6,1,D04,,,,,
CAIN4,cohort 6,1,E11,,,,,NO PLANT
CAIN4,cohort 6,1,F10,,,,,NO PLANT
CAIN4,cohort 7,1,C01,,,,,
CAIN4,cohort 7,1,C09,,,,,
CAIN4,cohort 7,1,D10,0.0054,,,,
CAIN4,cohort 7,1,F08,,,,,NO PLANT
CAIN4,cohort 7,1,F14,,,,,NO PLANT
CAIN4,cohort 7,1,G11,,,,,NO PLANT
CAIN4,cohort 8,1,B08,,,,,NO PLANT
CAIN4,cohort 8,1,D06,,,,,
CAIN4,cohort 8,1,D14,,,,,NO PLANT
CAIN4,cohort 8,1,E07,,,,,NO PLANT
CAIN4,cohort 8,1,F04,,,,,NO PLANT
CAIN4,cohort 8,1,F12,,,,,NO PLANT
CAAM,blank,2,E07,,,,,
CAIN4,cohort 1,2,A01,,,,,
CAIN4,cohort 1,2,B02,,,,,
CAIN4,cohort 1,2,C05,0.037,,,,
CAIN4,cohort 1,2,C09,0.0292,,,,
CAIN4,cohort 1,2,E01,0.0238,,,,
CAIN4,cohort 1,2,E07,0.0162,,,,
CAIN4,cohort 2,2,B08,,,,,NO PLANT
CAIN4,cohort 2,2,B10,,,,,NO PLANT
CAIN4,cohort 2,2,D04,,,,,NO PLANT
CAIN4,cohort 2,2,D10,,,,,NO PLANT
CAIN4,cohort 2,2,E11,,,,,
CAIN4,cohort 2,2,G01,0.0057,,,,
CAIN4,cohort 3,2,A05,0.0266,,,,
CAIN4,cohort 3,2,B04,0.0161,,,,
CAIN4,cohort 3,2,D12,,,,,
CAIN4,cohort 3,2,F04,,,,,NO PLANT
CAIN4,cohort 3,2,F08,,,,,NO PLANT
CAIN4,cohort 3,2,F14,,,,,NO PLANT
CAIN4,cohort 4,2,A07,,,,,NO PLANT
CAIN4,cohort 4,2,C01,,,,,NO PLANT
CAIN4,cohort 4,2,C11,,,,,NO PLANT
CAIN4,cohort 4,2,D14,0.0148,,,,
CAIN4,cohort 4,2,E05,0.0066,,,,
CAIN4,cohort 4,2,F10,0.0171,,,,
CAIN4,cohort 5,2,A13,0.013,,,,
CAIN4,cohort 5,2,B14,,,,,NO PLANT
CAIN4,cohort 5,2,E13,,,,,NO PLANT
CAIN4,cohort 5,2,G03,0.0329,,,,
CAIN4,cohort 5,2,G07,,,,,NO PLANT
CAIN4,cohort 5,2,G13,,,,,NO PLANT
CAIN4,cohort 6,2,A03,0.0124,,,,
CAIN4,cohort 6,2,A11,0.0114,,,,
CAIN4,cohort 6,2,C03,0.0071,,,,
CAIN4,cohort 6,2,D06,0.0193,,,,
