Bench,Block,Pop,Position,Cohort,Census Date,Flower/Bud Count,Mature Fruit Count,Pedicel Count,STTO-BH Height (cm),Notes (AC = Already Collected Plant)
4,3,STPO,E05,cohort 2,6/1/22,0,0,1,,
4,3,STPO,E09,cohort 2,6/1/22,0,0,1,,
2,7,STPO,G05,cohort 2,6/1/22,0,0,1,,
3,11,STPO,B02,cohort 3,6/1/22,0,0,1,,
4,3,STPO,F02,cohort 4,6/1/22,0,0,1,,
2,5,STBR3,F06,cohort 1,6/1/22,1,0,1,,ON SHORT SEASON BENCH
1,12,CAAM,B02,cohort 2,6/1/22,1,0,1,,
3,9,CAAM,E13,cohort 5,6/1/22,1,0,1,,
3,5,CAAN1,A11,cohort 2,6/1/22,1,0,1,,
3,5,CAAN1,B06,cohort 5,6/1/22,1,0,1,,
3,5,CAAN1,A05,cohort 8,6/1/22,1,0,1,,
2,6,CAAN2,B04,cohort 6,6/1/22,1,0,1,,
4,4,CACO1,A09,cohort 6,6/1/22,1,0,1,,
4,4,CACO1,C13,cohort 6,6/1/22,1,0,1,,
3,13,CAIN3,B02,cohort 5,6/1/22,1,0,1,,
1,11,CAIN3,C05,cohort 6,6/1/22,1,0,1,,
3,3,STBR3,A07,cohort 2,6/1/22,1,0,1,,
1,8,STBR3,B02,cohort 2,6/1/22,1,0,1,,
3,3,STBR3,G03,cohort 4,6/1/22,1,0,1,,
3,8,STDI,A13,cohort 5,6/1/22,1,0,1,,
3,4,STDR2,C11,cohort 3,6/1/22,1,0,1,,
2,2,STDR2,C09,cohort 6,6/1/22,1,0,1,,
1,4,STGL1,A09,cohort 2,6/1/22,1,0,1,,
3,10,STGL1,B04,cohort 2,6/1/22,1,0,1,,
4,13,STTO_TM2,E11,cohort 1,6/1/22,1,0,1,,
3,5,CAAN1,F02,cohort 5,6/1/22,2,0,1,,
4,10,CAAN2,B06,cohort 3,6/1/22,2,0,1,,
1,1,CAAN2,B12,cohort 5,6/1/22,2,0,1,,
3,3,STBR3,E11,cohort 2,6/1/22,2,0,1,,
3,8,STDI,C07,cohort 3,6/1/22,2,0,1,,
4,14,STDI,A01,cohort 4,6/1/22,2,0,1,,
1,9,STDI,A07,cohort 5,6/1/22,2,0,1,,
3,10,STGL1,F06,cohort 2,6/1/22,2,0,1,,
3,1,STIN,E03,cohort 7,6/1/22,2,0,1,,
4,8,STIN,D14,cohort 8,6/1/22,2,0,1,,
1,3,STPO,G07,cohort 2,6/1/22,2,0,1,,
1,4,STGL1,B08,cohort 1,6/1/22,3,0,1,,ON SHORT SEASON BENCH
3,3,STBR3,A01,cohort 2,6/1/22,3,0,1,,
2,12,STGL1,F04,cohort 2,6/1/22,3,0,1,,
1,4,STGL1,D08,cohort 3,6/1/22,3,0,1,,
1,2,STIN,A11,cohort 7,6/1/22,3,0,1,,
1,12,CAAM,C05,cohort 5,6/1/22,4,0,1,,
4,3,STPO,A07,cohort 1,6/1/22,0,0,2,,NO PLANT - ON SHORT SEASON BENCH
4,9,CAAN1,E13,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
3,5,CAAN1,G03,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
4,10,CAAN2,C11,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
1,7,CACO1,D14,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
3,10,STGL1,F14,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
4,7,STGL1,G05,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
4,3,STPO,E03,cohort 1,6/1/22,0,0,2,,ON SHORT SEASON BENCH
3,9,CAAM,D10,cohort 2,6/1/22,0,0,2,,
3,9,CAAM,A03,cohort 4,6/1/22,0,0,2,,
2,8,CAAM,E05,cohort 4,6/1/22,0,0,2,,
1,12,CAAM,E07,cohort 4,6/1/22,0,0,2,,
4,5,CAAM,A01,cohort 5,6/1/22,0,0,2,,
2,8,CAAM,D02,cohort 5,6/1/22,0,0,2,,
2,8,CAAM,D10,cohort 5,6/1/22,0,0,2,,
2,8,CAAM,G03,cohort 5,6/1/22,0,0,2,,
1,12,CAAM,B14,cohort 6,6/1/22,0,0,2,,
4,9,CAAN1,E07,cohort 2,6/1/22,0,0,2,,
2,9,CAAN1,F06,cohort 2,6/1/22,0,0,2,,
1,14,CAAN1,B04,cohort 3,6/1/22,0,0,2,,
3,5,CAAN1,C09,cohort 3,6/1/22,0,0,2,,
4,9,CAAN1,B12,cohort 5,6/1/22,0,0,2,,
3,5,CAAN1,A03,cohort 6,6/1/22,0,0,2,,
2,6,CAAN2,F10,cohort 1,6/1/22,0,0,2,,
4,10,CAAN2,B04,cohort 4,6/1/22,0,0,2,,
2,6,CAAN2,A09,cohort 5,6/1/22,0,0,2,,
1,1,CAAN2,A13,cohort 5,6/1/22,0,0,2,,
4,10,CAAN2,D04,cohort 5,6/1/22,0,0,2,,
3,2,CAAN2,B06,cohort 6,6/1/22,0,0,2,,
4,4,CACO1,G09,cohort 1,6/1/22,0,0,2,,
3,14,CACO1,B10,cohort 4,6/1/22,0,0,2,,
2,1,CACO1,E13,cohort 4,6/1/22,0,0,2,,
2,1,CACO1,F08,cohort 4,6/1/22,0,0,2,,
2,1,CACO1,G01,cohort 5,6/1/22,0,0,2,,
1,7,CACO1,C01,cohort 6,6/1/22,0,0,2,,
1,11,CAIN3,C11,cohort 2,6/1/22,0,0,2,,
1,11,CAIN3,E09,cohort 2,6/1/22,0,0,2,,
3,13,CAIN3,C07,cohort 5,6/1/22,0,0,2,,
1,11,CAIN3,E13,cohort 5,6/1/22,0,0,2,,
1,11,CAIN3,A07,cohort 6,6/1/22,0,0,2,,
3,13,CAIN3,F02,cohort 6,6/1/22,0,0,2,,
3,13,CAIN3,F08,cohort 6,6/1/22,0,0,2,,
2,14,CAIN4,C09,cohort 1,6/1/22,0,0,2,,
4,12,CAIN4,A13,cohort 3,6/1/22,0,0,2,,
3,12,CAIN4,B04,cohort 3,6/1/22,0,0,2,,
3,12,CAIN4,A11,cohort 5,6/1/22,0,0,2,,
2,14,CAIN4,A13,cohort 5,6/1/22,0,0,2,,
1,13,CAIN4,A07,cohort 6,6/1/22,0,0,2,,
4,12,CAIN4,B02,cohort 7,6/1/22,0,0,2,,
4,2,STBR3,A11,cohort 1,6/1/22,0,0,2,,
2,5,STBR3,B10,cohort 1,6/1/22,0,0,2,,
1,8,STBR3,B06,cohort 2,6/1/22,0,0,2,,
4,2,STBR3,E03,cohort 4,6/1/22,0,0,2,,
3,8,STDI,B04,cohort 2,6/1/22,0,0,2,,
1,9,STDI,C05,cohort 3,6/1/22,0,0,2,,
4,14,STDI,B02,cohort 5,6/1/22,0,0,2,,
3,4,STDR2,A01,cohort 3,6/1/22,0,0,2,,
2,2,STDR2,G09,cohort 3,6/1/22,0,0,2,,
1,4,STGL1,A11,cohort 3,6/1/22,0,0,2,,
2,12,STGL1,A05,cohort 5,6/1/22,0,0,2,,
2,12,STGL1,D06,cohort 5,6/1/22,0,0,2,,
3,1,STIN,B08,cohort 2,6/1/22,0,0,2,,
4,8,STIN,D10,cohort 2,6/1/22,0,0,2,,
2,4,STIN,F14,cohort 3,6/1/22,0,0,2,,
4,8,STIN,D06,cohort 4,6/1/22,0,0,2,,
2,4,STIN,D12,cohort 4,6/1/22,0,0,2,,
2,4,STIN,E01,cohort 4,6/1/22,0,0,2,,
2,4,STIN,A13,cohort 5,6/1/22,0,0,2,,
3,1,STIN,E05,cohort 6,6/1/22,0,0,2,,
2,4,STIN,C09,cohort 7,6/1/22,0,0,2,,
2,7,STPO,G09,cohort 1,6/1/22,0,0,2,,
4,3,STPO,C11,cohort 2,6/1/22,0,0,2,,
3,9,CAAM,G01,cohort 1,6/1/22,1,0,2,,
4,5,CAAM,F04,cohort 2,6/1/22,1,0,2,,
4,10,CAAN2,G13,cohort 1,6/1/22,1,0,2,,
4,4,CACO1,A13,cohort 7,6/1/22,1,0,2,,
4,6,CAIN3,C09,cohort 4,6/1/22,1,0,2,,
1,9,STDI,B12,cohort 6,6/1/22,1,0,2,,
1,4,STGL1,F06,cohort 4,6/1/22,1,0,2,,
2,4,STIN,B02,cohort 6,6/1/22,1,0,2,,
2,4,STIN,F10,cohort 6,6/1/22,1,0,2,,
3,9,CAAM,A11,cohort 3,6/1/22,2,0,2,,
3,9,CAAM,F06,cohort 5,6/1/22,2,0,2,,
4,4,CACO1,B02,cohort 1,6/1/22,2,0,2,,
1,7,CACO1,F02,cohort 6,6/1/22,2,0,2,,
4,6,CAIN3,F04,cohort 8,6/1/22,2,0,2,,
3,8,STDI,G05,cohort 2,6/1/22,2,0,2,,
2,13,STDI,D08,cohort 4,6/1/22,2,0,2,,
4,14,STDI,C03,cohort 6,6/1/22,2,0,2,,
4,7,STGL1,E11,cohort 2,6/1/22,2,0,2,,
3,11,STPO,G09,cohort 3,6/1/22,2,0,2,,
4,6,CAIN3,C11,cohort 6,6/1/22,3,0,2,,
1,3,STPO,C11,cohort 2,6/1/22,4,0,2,,
4,14,STDI,A07,cohort 6,6/1/22,5,0,2,,
1,3,STPO,A11,cohort 4,6/1/22,5,0,2,,
4,5,CAAM,B02,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
4,5,CAAM,D06,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
3,5,CAAN1,E01,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
4,10,CAAN2,C09,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
4,10,CAAN2,D12,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
1,8,STBR3,G07,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
1,9,STDI,G05,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
2,2,STDR2,A11,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
3,11,STPO,A07,cohort 1,6/1/22,0,0,3,,ON SHORT SEASON BENCH
3,9,CAAM,A05,cohort 1,6/1/22,0,0,3,,
2,8,CAAM,B04,cohort 2,6/1/22,0,0,3,,
2,8,CAAM,D14,cohort 2,6/1/22,0,0,3,,
1,12,CAAM,G07,cohort 2,6/1/22,0,0,3,,
1,12,CAAM,A11,cohort 3,6/1/22,0,0,3,,
3,9,CAAM,B04,cohort 3,6/1/22,0,0,3,,
1,12,CAAM,B08,cohort 3,6/1/22,0,0,3,,
4,5,CAAM,B06,cohort 4,6/1/22,0,0,3,,
1,12,CAAM,G11,cohort 4,6/1/22,0,0,3,,
4,5,CAAM,D12,cohort 5,6/1/22,0,0,3,,
4,5,CAAM,E09,cohort 5,6/1/22,0,0,3,,
3,5,CAAN1,F06,cohort 2,6/1/22,0,0,3,,
4,9,CAAN1,F04,cohort 4,6/1/22,0,0,3,,
2,9,CAAN1,G13,cohort 4,6/1/22,0,0,3,,
2,9,CAAN1,B14,cohort 5,6/1/22,0,0,3,,
3,5,CAAN1,C11,cohort 6,6/1/22,0,0,3,,
4,9,CAAN1,E01,cohort 6,6/1/22,0,0,3,,
2,6,CAAN2,D10,cohort 2,6/1/22,0,0,3,,
4,10,CAAN2,A03,cohort 3,6/1/22,0,0,3,,
3,2,CAAN2,B14,cohort 4,6/1/22,0,0,3,,
4,4,CACO1,D10,cohort 1,6/1/22,0,0,3,,
4,4,CACO1,F08,cohort 2,6/1/22,0,0,3,,
1,7,CACO1,C09,cohort 3,6/1/22,0,0,3,,
2,1,CACO1,C09,cohort 3,6/1/22,0,0,3,,
2,1,CACO1,D04,cohort 3,6/1/22,0,0,3,,
3,14,CACO1,B08,cohort 4,6/1/22,0,0,3,,
4,4,CACO1,B14,cohort 4,6/1/22,0,0,3,,
4,4,CACO1,D08,cohort 4,6/1/22,0,0,3,,
4,4,CACO1,A03,cohort 5,6/1/22,0,0,3,,
3,14,CACO1,C11,cohort 5,6/1/22,0,0,3,,
3,14,CACO1,F04,cohort 5,6/1/22,0,0,3,,
4,4,CACO1,C09,cohort 6,6/1/22,0,0,3,,
4,6,CAIN3,E01,cohort 1,6/1/22,0,0,3,,
1,11,CAIN3,C07,cohort 3,6/1/22,0,0,3,,
3,13,CAIN3,B06,cohort 4,6/1/22,0,0,3,,
3,13,CAIN3,C05,cohort 4,6/1/22,0,0,3,,
4,6,CAIN3,A05,cohort 5,6/1/22,0,0,3,,
1,11,CAIN3,C01,cohort 5,6/1/22,0,0,3,,
3,13,CAIN3,C01,cohort 6,6/1/22,0,0,3,,
2,3,CAIN3,F14,cohort 6,6/1/22,0,0,3,,
2,14,CAIN4,A03,cohort 6,6/1/22,0,0,3,,
1,9,STDI,E09,cohort 1,6/1/22,0,0,3,,
2,13,STDI,G13,cohort 2,6/1/22,0,0,3,,
1,9,STDI,C01,cohort 3,6/1/22,0,0,3,,
3,8,STDI,A03,cohort 6,6/1/22,0,0,3,,
2,12,STGL1,C09,cohort 4,6/1/22,0,0,3,,
4,8,STIN,E05,cohort 2,6/1/22,0,0,3,,
4,8,STIN,G13,cohort 2,6/1/22,0,0,3,,
4,8,STIN,D04,cohort 3,6/1/22,0,0,3,,
4,8,STIN,B02,cohort 4,6/1/22,0,0,3,,
3,1,STIN,G13,cohort 4,6/1/22,0,0,3,,
3,1,STIN,D06,cohort 5,6/1/22,0,0,3,,
1,2,STIN,G05,cohort 5,6/1/22,0,0,3,,
4,8,STIN,A11,cohort 6,6/1/22,0,0,3,,
3,1,STIN,C01,cohort 6,6/1/22,0,0,3,,
1,2,STIN,C11,cohort 6,6/1/22,0,0,3,,
1,2,STIN,E01,cohort 6,6/1/22,0,0,3,,
1,2,STIN,G09,cohort 7,6/1/22,0,0,3,,
1,3,STPO,G03,cohort 1,6/1/22,0,0,3,,
1,3,STPO,C07,cohort 2,6/1/22,0,0,3,,
4,5,CAAM,B08,cohort 6,6/1/22,1,0,3,,
1,9,STDI,B08,cohort 7,6/1/22,1,0,3,,
2,7,STPO,B10,cohort 1,6/1/22,1,0,3,,
4,3,STPO,F04,cohort 3,6/1/22,1,0,3,,
1,1,CAAN2,A01,cohort 6,6/1/22,2,0,3,,
1,2,STIN,E07,cohort 5,6/1/22,2,0,3,,
4,3,STPO,C09,cohort 2,6/1/22,2,0,3,,
1,8,STBR3,A09,cohort 3,6/1/22,3,0,3,,
1,3,STPO,F02,cohort 1,6/1/22,3,0,3,,
4,14,STDI,C13,cohort 4,6/1/22,6,0,3,,
1,12,CAAM,A05,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
2,8,CAAM,A07,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
2,8,CAAM,D08,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
1,14,CAAN1,C05,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
3,8,STDI,E05,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
4,8,STIN,B12,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
2,7,STPO,B08,cohort 1,6/1/22,0,0,4,,ON SHORT SEASON BENCH
2,8,CAAM,C11,cohort 1,6/1/22,0,0,4,,
4,5,CAAM,F14,cohort 2,6/1/22,0,0,4,,
4,5,CAAM,C09,cohort 4,6/1/22,0,0,4,,
1,12,CAAM,A09,cohort 5,6/1/22,0,0,4,,
1,12,CAAM,G09,cohort 5,6/1/22,0,0,4,,
4,9,CAAN1,B14,cohort 1,6/1/22,0,0,4,,
3,5,CAAN1,E03,cohort 3,6/1/22,0,0,4,,
3,5,CAAN1,B12,cohort 4,6/1/22,0,0,4,,
3,5,CAAN1,F08,cohort 4,6/1/22,0,0,4,,
4,9,CAAN1,A03,cohort 5,6/1/22,0,0,4,,
4,9,CAAN1,E03,cohort 5,6/1/22,0,0,4,,
4,9,CAAN1,C01,cohort 6,6/1/22,0,0,4,,
2,6,CAAN2,A07,cohort 4,6/1/22,0,0,4,,
4,10,CAAN2,C07,cohort 4,6/1/22,0,0,4,,
4,10,CAAN2,F02,cohort 4,6/1/22,0,0,4,,
3,14,CACO1,E01,cohort 1,6/1/22,0,0,4,,
1,7,CACO1,E09,cohort 1,6/1/22,0,0,4,,
4,6,CAIN3,C01,cohort 3,6/1/22,0,0,4,,
1,13,CAIN4,E05,cohort 1,6/1/22,0,0,4,,
3,8,STDI,C09,cohort 1,6/1/22,0,0,4,,
2,13,STDI,D14,cohort 4,6/1/22,0,0,4,,
2,2,STDR2,G13,cohort 1,6/1/22,0,0,4,,
4,8,STIN,F04,cohort 1,6/1/22,0,0,4,,
3,1,STIN,D10,cohort 2,6/1/22,0,0,4,,
4,8,STIN,F12,cohort 2,6/1/22,0,0,4,,
4,8,STIN,G11,cohort 2,6/1/22,0,0,4,,
1,2,STIN,C13,cohort 3,6/1/22,0,0,4,,
4,8,STIN,D02,cohort 3,6/1/22,0,0,4,,
3,1,STIN,E09,cohort 3,6/1/22,0,0,4,,
3,1,STIN,G09,cohort 3,6/1/22,0,0,4,,
4,8,STIN,F10,cohort 4,6/1/22,0,0,4,,
2,4,STIN,E13,cohort 5,6/1/22,0,0,4,,
3,1,STIN,F10,cohort 5,6/1/22,0,0,4,,
1,2,STIN,F08,cohort 6,6/1/22,0,0,4,,
2,7,STPO,B06,cohort 1,6/1/22,0,0,4,,
2,7,STPO,E05,cohort 2,6/1/22,0,0,4,,
2,7,STPO,D08,cohort 3,6/1/22,0,0,4,,
1,3,STPO,C03,cohort 3,6/1/22,1,0,4,,
1,12,CAAM,C11,cohort 3,6/1/22,2,0,4,,
1,12,CAAM,A01,cohort 6,6/1/22,2,0,4,,
1,2,STIN,D04,cohort 7,6/1/22,2,0,4,,
1,9,STDI,B06,cohort 5,6/1/22,3,0,4,,
3,1,STIN,C09,cohort 4,6/1/22,3,0,4,,
4,3,STPO,A01,cohort 1,6/1/22,3,0,4,,
3,5,CAAN1,G13,cohort 2,6/1/22,4,0,4,,
4,3,STPO,D08,cohort 3,6/1/22,4,0,4,,
1,3,STPO,E03,cohort 3,6/1/22,4,0,4,,
4,14,STDI,B04,cohort 2,6/1/22,5,0,4,,NO PLANT
3,5,CAAN1,E09,cohort 1,6/1/22,0,0,5,,ON SHORT SEASON BENCH
3,2,CAAN2,D04,cohort 1,6/1/22,0,0,5,,ON SHORT SEASON BENCH
2,13,STDI,B02,cohort 1,6/1/22,0,0,5,,ON SHORT SEASON BENCH
2,4,STIN,F06,cohort 1,6/1/22,0,0,5,,ON SHORT SEASON BENCH
1,3,STPO,E09,cohort 1,6/1/22,0,0,5,,ON SHORT SEASON BENCH
4,5,CAAM,B14,cohort 5,6/1/22,0,0,5,,
2,9,CAAN1,B02,cohort 3,6/1/22,0,0,5,,
3,5,CAAN1,D10,cohort 3,6/1/22,0,0,5,,
3,5,CAAN1,A07,cohort 6,6/1/22,0,0,5,,
4,9,CAAN1,B02,cohort 6,6/1/22,0,0,5,,
2,6,CAAN2,E07,cohort 1,6/1/22,0,0,5,,
4,4,CACO1,A05,cohort 3,6/1/22,0,0,5,,
3,14,CACO1,C03,cohort 3,6/1/22,0,0,5,,
1,7,CACO1,C05,cohort 3,6/1/22,0,0,5,,
1,7,CACO1,D02,cohort 3,6/1/22,0,0,5,,
1,7,CACO1,C03,cohort 5,6/1/22,0,0,5,,
1,11,CAIN3,E11,cohort 4,6/1/22,0,0,5,,
2,14,CAIN4,A05,cohort 3,6/1/22,0,0,5,,
1,4,STGL1,A01,cohort 4,6/1/22,0,0,5,,
3,1,STIN,G07,cohort 2,6/1/22,0,0,5,,
2,4,STIN,G09,cohort 2,6/1/22,0,0,5,,
4,8,STIN,G05,cohort 3,6/1/22,0,0,5,,
3,1,STIN,F12,cohort 4,6/1/22,0,0,5,,
4,8,STIN,B08,cohort 5,6/1/22,0,0,5,,
3,1,STIN,F08,cohort 5,6/1/22,0,0,5,,
2,4,STIN,G11,cohort 5,6/1/22,0,0,5,,
1,2,STIN,C09,cohort 8,6/1/22,0,0,5,,
2,7,STPO,A09,cohort 2,6/1/22,0,0,5,,
2,8,CAAM,C09,cohort 5,6/1/22,5,0,5,,
2,13,STDI,A07,cohort 1,6/1/22,0,0,6,,ON SHORT SEASON BENCH
3,8,STDI,C13,cohort 1,6/1/22,0,0,6,,ON SHORT SEASON BENCH
3,8,STDI,D08,cohort 1,6/1/22,0,0,6,,ON SHORT SEASON BENCH
4,5,CAAM,F10,cohort 4,6/1/22,0,0,6,,
2,1,CACO1,C07,cohort 2,6/1/22,0,0,6,,
4,4,CACO1,G13,cohort 5,6/1/22,0,0,6,,
4,6,CAIN3,B12,cohort 3,6/1/22,0,0,6,,
4,6,CAIN3,C03,cohort 4,6/1/22,0,0,6,,
2,3,CAIN3,B02,cohort 5,6/1/22,0,0,6,,
2,13,STDI,D12,cohort 1,6/1/22,0,0,6,,
1,4,STGL1,B10,cohort 1,6/1/22,0,0,6,,
3,1,STIN,A03,cohort 2,6/1/22,0,0,6,,
2,4,STIN,G05,cohort 3,6/1/22,0,0,6,,
4,4,CACO1,B10,cohort 5,6/1/22,1,0,6,,
3,1,STIN,C13,cohort 4,6/1/22,1,0,6,,
2,4,STIN,C07,cohort 4,6/1/22,2,0,6,,
1,12,CAAM,A07,cohort 5,6/1/22,4,0,6,,
2,13,STDI,C11,cohort 1,6/1/22,0,0,7,,ON SHORT SEASON BENCH
3,1,STIN,D04,cohort 1,6/1/22,0,0,7,,ON SHORT SEASON BENCH
4,5,CAAM,A03,cohort 2,6/1/22,0,0,7,,
4,10,CAAN2,G01,cohort 5,6/1/22,0,0,7,,
4,4,CACO1,C01,cohort 5,6/1/22,0,0,7,,
3,1,STIN,A05,cohort 1,6/1/22,0,0,7,,
3,1,STIN,G11,cohort 2,6/1/22,0,0,7,,
4,4,CACO1,B06,cohort 5,6/1/22,1,0,7,,
3,2,CAAN2,G09,cohort 1,6/1/22,3,0,7,,
1,9,STDI,B04,cohort 1,6/1/22,4,0,7,,ON SHORT SEASON BENCH
2,9,CAAN1,E13,cohort 3,6/1/22,7,0,7,,
2,6,CAAN2,B12,cohort 1,6/1/22,0,0,8,,ON SHORT SEASON BENCH
1,7,CACO1,B06,cohort 2,6/1/22,0,0,8,,
3,8,STDI,D10,cohort 1,6/1/22,0,0,8,,
3,8,STDI,A11,cohort 3,6/1/22,0,0,8,,
4,8,STIN,B10,cohort 1,6/1/22,0,0,8,,
4,8,STIN,E01,cohort 2,6/1/22,0,0,8,,
1,2,STIN,F14,cohort 2,6/1/22,2,0,8,,
1,3,STPO,G09,cohort 3,6/1/22,3,0,8,,
3,14,CACO1,F08,cohort 5,6/1/22,4,0,8,,
2,9,CAAN1,G09,cohort 1,6/1/22,0,0,9,,ON SHORT SEASON BENCH
1,9,STDI,D04,cohort 1,6/1/22,0,0,9,,ON SHORT SEASON BENCH
1,2,STIN,F12,cohort 3,6/1/22,0,0,9,,
1,12,CAAM,E09,cohort 5,6/1/22,0,0,10,,
4,14,STDI,G01,cohort 1,6/1/22,0,0,10,,
3,1,STIN,D12,cohort 1,6/1/22,0,0,10,,
4,14,STDI,D02,cohort 1,6/1/22,0,0,12,,NO PLANT - ON SHORT SEASON BENCH
4,8,STIN,C03,cohort 1,6/1/22,0,0,12,,ON SHORT SEASON BENCH
2,4,STIN,B14,cohort 3,6/1/22,1,0,12,,
1,12,CAAM,F04,cohort 1,6/1/22,0,0,13,,ON SHORT SEASON BENCH
4,5,CAAM,G03,cohort 1,6/1/22,0,0,13,,ON SHORT SEASON BENCH
1,7,CACO1,G07,cohort 1,6/1/22,0,0,13,,ON SHORT SEASON BENCH
1,1,CAAN2,E13,cohort 5,6/1/22,1,0,13,,
1,12,CAAM,D04,cohort 2,6/1/22,0,0,15,,
1,2,STIN,B12,cohort 4,6/1/22,0,0,15,,
1,12,CAAM,F06,cohort 1,6/1/22,0,0,17,,
1,9,STDI,D02,cohort 1,6/1/22,6,0,19,,
3,8,STDI,F10,cohort 1,6/1/22,0,0,23,,
4,4,CACO1,C11,cohort 3,6/1/22,0,1,0,,FRUIT COLLECTED
1,4,STGL1,D14,cohort 1,6/1/22,0,1,0,,ON SHORT SEASON BENCH
1,4,STGL1,G13,cohort 1,6/1/22,0,1,0,,ON SHORT SEASON BENCH
2,8,CAAM,D04,cohort 3,6/1/22,0,1,0,,
1,14,CAAN1,E01,cohort 6,6/1/22,0,1,0,,
2,1,CACO1,C01,cohort 6,6/1/22,0,1,0,,
4,6,CAIN3,E11,cohort 2,6/1/22,0,1,0,,
4,6,CAIN3,G01,cohort 2,6/1/22,0,1,0,,
1,13,CAIN4,A05,cohort 1,6/1/22,0,1,0,,
2,5,STBR3,D04,cohort 3,6/1/22,0,1,0,,
2,5,STBR3,A11,cohort 4,6/1/22,0,1,0,,
2,5,STBR3,C05,cohort 4,6/1/22,0,1,0,,
4,2,STBR3,G09,cohort 5,6/1/22,0,1,0,,
2,2,STDR2,C07,cohort 2,6/1/22,0,1,0,,
1,5,STDR2,B02,cohort 3,6/1/22,0,1,0,,
2,2,STDR2,B06,cohort 3,6/1/22,0,1,0,,
2,2,STDR2,B10,cohort 3,6/1/22,0,1,0,,
2,2,STDR2,D08,cohort 3,6/1/22,0,1,0,,
2,2,STDR2,G01,cohort 3,6/1/22,0,1,0,,
2,12,STGL1,B14,cohort 1,6/1/22,0,1,0,,
2,12,STGL1,F10,cohort 1,6/1/22,0,1,0,,
4,7,STGL1,C01,cohort 3,6/1/22,0,1,0,,
4,7,STGL1,E07,cohort 4,6/1/22,0,1,0,,
3,10,STGL1,B06,cohort 5,6/1/22,0,1,0,,
2,4,STIN,D06,cohort 7,6/1/22,0,1,0,,
2,4,STIN,A01,cohort 8,6/1/22,0,1,0,,
2,4,STIN,B04,cohort 8,6/1/22,0,1,0,,
3,1,STIN,C07,cohort 8,6/1/22,0,1,0,,
2,4,STIN,G01,cohort 8,6/1/22,0,1,0,,
4,7,STGL1,D12,cohort 1,6/1/22,1,1,0,,COLLECTED 1 FRUIT
2,8,CAAM,A11,cohort 6,6/1/22,1,1,0,,
1,12,CAAM,B10,cohort 6,6/1/22,1,1,0,,
4,5,CAAM,C05,cohort 6,6/1/22,1,1,0,,
2,1,CACO1,A01,cohort 6,6/1/22,1,1,0,,
2,1,CACO1,E09,cohort 6,6/1/22,1,1,0,,
4,6,CAIN3,G11,cohort 6,6/1/22,1,1,0,,
3,12,CAIN4,G11,cohort 4,6/1/22,1,1,0,,
3,3,STBR3,E07,cohort 4,6/1/22,1,1,0,,
4,11,STDR2,D08,cohort 2,6/1/22,1,1,0,,
4,11,STDR2,G09,cohort 2,6/1/22,1,1,0,,
3,4,STDR2,C09,cohort 3,6/1/22,1,1,0,,
1,5,STDR2,G03,cohort 5,6/1/22,1,1,0,,
4,11,STDR2,B06,cohort 6,6/1/22,1,1,0,,
1,4,STGL1,A13,cohort 1,6/1/22,1,1,0,,
2,12,STGL1,B10,cohort 2,6/1/22,1,1,0,,
3,10,STGL1,F10,cohort 2,6/1/22,1,1,0,,
3,10,STGL1,G09,cohort 2,6/1/22,1,1,0,,
3,10,STGL1,A07,cohort 3,6/1/22,1,1,0,,
4,7,STGL1,C13,cohort 3,6/1/22,1,1,0,,
2,12,STGL1,F06,cohort 4,6/1/22,1,1,0,,
4,7,STGL1,B14,cohort 5,6/1/22,1,1,0,,
4,7,STGL1,C09,cohort 5,6/1/22,1,1,0,,
1,4,STGL1,D06,cohort 5,6/1/22,1,1,0,,
2,12,STGL1,B04,cohort 1,6/1/22,2,1,0,,ON SHORT SEASON BENCH
4,13,STTO_TM2,G11,cohort 1,6/1/22,2,1,0,,ON SHORT SEASON BENCH
2,8,CAAM,A13,cohort 2,6/1/22,2,1,0,,
3,9,CAAM,C13,cohort 6,6/1/22,2,1,0,,
4,5,CAAM,D08,cohort 6,6/1/22,2,1,0,,
