Pop,Bench,Block,Position,Cohort,long.repro.census.date,long.flower.bud.count,long.mature.fruit.count,long.pedicel.count,long.STTO.BH.height.cm,long.repro.notes,short.repro.census.date,short.flower.bud.count,short.mature.fruit.count,short.pedicel.count,short.STTO.BH.height.cm,short.repro.notes,transplant.height.cm,transplant.height.notes,Mid.Season.Height.Pheno.Stage,Mid.Season.Height.cm,Mid.Season.Height.Notes,First.Bud.Date,first.bud.height.cm,First.Flower.Date,first.flower.height.cm,First.Fruit.Date,first.fruit.height.cm,Death.Date,phenology.notes,biomass.BGB.STTO.BH.g,total.ABG.biomass,biomass.notes,plant.date,transplant.date,rando.date,long.fruit.count.seeds,long.seed.counts,long.seed.weight.g,Season,Species
CACO1,2,1,F08,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,1.4,16-Dec,B,7.7,,3/7/22,NA,3/21/22,15.6,3/25/22,16.4,NA,,NA,0.0368,,11/22/21,12/9/21,12/30/21,1,1,0.002,LONG,CACO1
CACO1,3,14,B08,cohort 4,6/22/22,0,0,3,,,6/1/22,0,0,3,NA,,0.6,,V,3.1,,3/14/22,5.2,3/25/22,11.8,4/4/22,11.4,NA,,NA,0.0174,,11/22/21,12/9/21,12/30/21,1,1,0.0012,LONG,CACO1
CACO1,3,14,B10,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,2.1,,V,5,,3/11/22,5.2,3/25/22,12,4/6/22,12.1,NA,,NA,0.015,,11/22/21,12/9/21,12/30/21,1,1,0.0013,LONG,CACO1
CACO1,3,14,E07,cohort 4,6/22/22,0,0,5,,,6/1/22,0,1,8,NA,,1.6,,B,7.1,,3/9/22,6.2,3/21/22,12.4,4/6/22,13,NA,,NA,0.031,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,CACO1
CACO1,3,14,E09,cohort 4,6/22/22,0,0,3,,,6/1/22,NA,NA,NA,NA,NO CONE,0.5,16-Dec,B,6.6,,3/9/22,6.1,3/21/22,11.8,3/30/22,12,NA,,NA,0.0291,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,CACO1
CACO1,3,14,G03,cohort 4,6/22/22,0,0,12,,,6/1/22,0,2,15,NA,,1.4,16-Dec,B,6.6,,3/4/22,NA,3/21/22,14.2,4/6/22,16.8,NA,,NA,0.0266,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,CACO1
CACO1,4,4,A07,cohort 4,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.6,,V,2.1,on the verge of dying,NA,NA,NA,NA,NA,NA,3/28/22,1.6 cm at death,NA,0.0145,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,CACO1
CACO1,4,4,B14,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,3,NA,,2,,B,6.2,,3/14/22,8.1,3/23/22,13.6,4/1/22,15.7,NA,,NA,0.0316,,11/22/21,12/9/21,12/30/21,1,2,0.004,LONG,CACO1
CACO1,4,4,D08,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,3,NA,,2.1,,B,7.4,,3/7/22,NA,NA,NA,3/30/22,14.3,NA,,NA,0.0267,,11/22/21,12/9/21,12/30/21,1,1,0.0018,LONG,CACO1
CACO1,4,4,E03,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.5,,V,2.2,,3/25/22,8,5/2/22,14.2,NA,NA,NA,,NA,0.0144,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,CACO1
CACO1,1,7,A01,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,3,1,2,NA,,2,,V,3.5,,4/1/22,7.6,5/20/22,13.8,NA,NA,NA,,NA,0.0233,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,1,7,A09,cohort 5,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.2,,V,1.2,,3/28/22,2.8,NA,NA,NA,NA,5/23/22,,NA,0.0159,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,1,7,A11,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,1,7,NA,,2,,V,4.2,,3/18/22,8.6,3/28/22,13.1,4/1/22,13.6,NA,,NA,0.027,,12/13/21,12/30/21,1/20/22,2,0,0,LONG,CACO1
CACO1,1,7,C03,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,5,NA,,2,,B,8.2,,3/11/22,9.6,3/25/22,19.6,3/28/22,19.4,NA,,NA,0.0268,,12/13/21,12/30/21,1/20/22,2,4,0.0074,LONG,CACO1
CACO1,1,7,C07,cohort 5,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.3,,V,3.5,,3/25/22,7.3,NA,NA,NA,NA,4/25/22,,NA,0.019,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,1,7,F08,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,2,5,NA,,2.5,,V,3.5,,3/16/22,5.8,3/28/22,13.3,4/6/22,14.6,NA,,NA,0.026,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1
CACO1,2,1,A03,cohort 5,6/22/22,0,0,4,,,6/1/22,0,2,1,NA,,2,,V,3.7,,3/16/22,6.3,3/28/22,10.5,4/4/22,10.9,NA,,NA,0.0234,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,2,1,A05,cohort 5,6/22/22,0,1,4,,,6/1/22,2,1,8,NA,,1.2,,V,2.6,,3/23/22,6.5,4/4/22,10.2,4/8/22,11,NA,,NA,0.0249,,12/13/21,12/30/21,1/20/22,1,1,1.00E-04,LONG,CACO1
CACO1,2,1,A07,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,1,NA,,2.2,,V,4,,3/16/22,6.6,3/25/22,12.9,4/1/22,12.9,NA,,NA,0.0291,,12/13/21,12/30/21,1/20/22,1,1,0.002,LONG,CACO1
CACO1,2,1,B04,cohort 5,6/22/22,0,0,4,,,6/1/22,4,1,2,NA,,2.5,,V,3.2,,3/23/22,8.3,4/4/22,13.9,4/8/22,14.5,NA,,NA,0.0221,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1
CACO1,2,1,C11,cohort 5,6/22/22,0,1,5,,,6/1/22,0,2,3,NA,,1.8,,B,6.6,,3/16/22,11.1,3/25/22,17.3,3/28/22,17.2,NA,,NA,0.0354,,12/13/21,12/30/21,1/20/22,1,1,5.00E-04,LONG,CACO1
CACO1,2,1,G01,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,1.2,,V,3,,3/16/22,5.2,3/28/22,17.2,4/6/22,19.5,NA,,NA,0.039,,12/13/21,12/30/21,1/20/22,1,3,0.0057,LONG,CACO1
CACO1,3,14,C11,cohort 5,6/22/22,0,0,1,,,6/1/22,0,0,3,NA,,1.8,,V,3.4,,NA,NA,3/21/22,7.9,4/7/22,18.1,NA,,NA,0.0278,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1
CACO1,3,14,F02,cohort 5,6/22/22,0,0,6,,,6/1/22,2,1,5,NA,,1.3,,V,2,,3/25/22,7.1,4/11/22,11.4,5/13/22,10.5,NA,,NA,0.0211,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,3,14,F04,cohort 5,6/22/22,0,0,1,,,6/1/22,0,0,3,NA,,1.7,,V,1.6,,4/1/22,6.4,4/7/22,12.9,4/15/22,12.9,NA,,NA,0.0164,,12/13/21,12/30/21,1/20/22,1,1,0.0018,LONG,CACO1
CACO1,3,14,F08,cohort 5,6/22/22,0,0,7,,,6/1/22,4,0,8,NA,,1.5,,V,4.5,,3/9/22,4,3/25/22,15.4,4/4/22,16.2,NA,,NA,0.0357,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1
CACO1,3,14,F10,cohort 5,6/22/22,0,1,4,,,6/1/22,1,1,6,NA,,1.2,,V,2.2,,3/25/22,10.5,4/4/22,14.2,4/13/22,14.7,NA,,NA,0.0294,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,3,14,G11,cohort 5,6/22/22,0,0,4,,,6/1/22,2,1,1,NA,,1.6,,V,3.2,,4/6/22,5.5,4/25/22,8.7,5/2/22,9.5,NA,,NA,0.0177,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1
CACO1,4,4,A03,cohort 5,6/22/22,0,0,3,,,6/1/22,0,0,3,NA,,1.8,,V,5.5,,2/3/22,NA,3/18/22,11.2,4/4/22,23.9,NA,,NA,0.0419,,12/13/21,12/30/21,1/20/22,1,1,0.0019,LONG,CACO1
CACO1,4,4,B06,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,1,0,7,NA,,1.7,,V,8.1,,3/7/22,NA,3/23/22,20.4,4/6/22,25.6,NA,,NA,0.05,,12/13/21,12/30/21,1/20/22,3,1,5.00E-04,LONG,CACO1
CACO1,4,4,B10,cohort 5,6/22/22,0,0,3,,,6/1/22,1,0,6,NA,,1.8,,V,4,,NA,NA,3/23/22,13.1,4/18/22,19,NA,fruit: 24 cm,NA,0.0329,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1
CACO1,4,4,C01,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,7,NA,,1.6,,V,2.1,,NA,NA,4/20/22,13,5/2/22,13.1,NA,,NA,0.0228,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,4,4,C07,cohort 5,6/22/22,0,1,6,,,6/1/22,0,1,5,NA,,1.3,,B,4.1,,3/21/22,6.2,4/7/22,11.1,4/13/22,11.1,NA,,NA,0.0166,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1
CACO1,4,4,G13,cohort 5,6/22/22,0,0,2,,,6/1/22,0,0,6,NA,,1.2,,V,5,,NA,NA,3/28/22,17.9,4/4/22,18.1,NA,,NA,0.0339,,12/13/21,12/30/21,1/20/22,1,3,0.0064,LONG,CACO1
CACO1,1,7,C01,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,1.9,,V,2,,4/27/22,6.2,NA,NA,NA,NA,NA,,NA,0.0209,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,1,7,E13,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,1,3,NA,,1.6,,V,1.5,,4/11/22,5.6,4/27/22,11.8,5/6/22,11.9,NA,,NA,0.0122,,1/10/22,1/27/22,2/17/22,1,0,0,LONG,CACO1
CACO1,1,7,F02,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,2,0,2,NA,,2.6,,V,2.3,,4/6/22,4.5,4/29/22,9.5,5/20/22,9.8,NA,,NA,0.0105,,1/10/22,1/27/22,2/17/22,1,0,0,LONG,CACO1
CACO1,1,7,F12,cohort 6,6/22/22,0,1,2,,,6/1/22,0,1,4,NA,,1.8,,V,1.6,,4/18/22,6.4,4/27/22,12,5/4/22,13.1,NA,,NA,0.0317,,1/10/22,1/27/22,2/17/22,1,1,0.0015,LONG,CACO1
CACO1,2,1,A01,cohort 6,6/22/22,0,1,1,,,6/1/22,1,1,0,NA,,1.8,,V,1.3,,4/27/22,4.5,NA,NA,5/20/22,8.5,NA,,NA,0.0125,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,2,1,C01,cohort 6,6/22/22,0,1,1,,,6/1/22,0,1,0,NA,,2.2,,V,1.9,,4/18/22,6.6,4/29/22,12.5,5/6/22,13,NA,,NA,0.0197,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,2,1,E09,cohort 6,6/22/22,0,0,4,,,6/1/22,1,1,0,NA,,1.4,,V,1.3,,4/20/22,5.1,5/6/22,11.9,5/20/22,12,NA,,NA,0.0187,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,2,1,F12,cohort 6,6/22/22,0,1,2,,,6/1/22,0,1,1,NA,,2,,V,1.8,,4/6/22,7.3,4/15/22,13.5,4/27/22,15,NA,,NA,0.036,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,2,1,G09,cohort 6,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,0,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,3,14,A13,cohort 6,6/22/22,0,0,2,,,6/1/22,0,1,1,NA,,1,,V,0.7,,4/11/22,2.9,4/29/22,7.1,5/13/22,7.4,NA,,NA,0.0063,,1/10/22,1/27/22,2/17/22,1,0,0,LONG,CACO1
CACO1,3,14,D04,cohort 6,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,2.1,,V,1.9,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0192,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,3,14,D12,cohort 6,6/22/22,0,1,0,,,6/1/22,0,1,1,NA,,1.2,,V,0.6,,4/15/22,5.6,4/29/22,10.7,5/13/22,11.4,NA,,NA,0.0139,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,3,14,E05,cohort 6,6/22/22,0,0,0,,,6/1/22,1,0,0,NA,,1.8,,V,1.6,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0137,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,3,14,G07,cohort 6,6/22/22,0,0,5,,,6/1/22,3,1,0,NA,,1.5,,V,1.5,,5/2/22,11.1,5/6/22,13.4,5/28/22,13.5,NA,,NA,0.0211,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,4,4,A01,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,1,2,NA,COLLECTED FRUIT,1.7,,V,1.4,,4/18/22,7.6,5/2/22,11.8,5/6/22,11.8,NA,,NA,0.0159,,1/10/22,1/27/22,2/17/22,1,0,0,LONG,CACO1
CACO1,4,4,A09,cohort 6,6/22/22,0,1,1,,,6/1/22,1,0,1,NA,,1.5,,V,2.6,,4/13/22,5.3,5/2/22,11.6,5/13/22,11.1,NA,,NA,0.0169,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,4,4,C09,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,3,NA,,1.7,,V,1.5,,4/25/22,3.7,5/16/22,11.8,5/20/22,NA,NA,,NA,0.0146,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,4,4,C13,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,1,0,1,NA,,1.4,,V,1,,4/22/22,3.2,NA,NA,NA,NA,NA,,NA,0.0118,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,4,4,D04,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,1,NA,,1.4,,V,2.2,,4/29/22,5.6,5/16/22,10.1,NA,NA,NA,,NA,0.0201,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1
CACO1,1,7,B08,cohort 7,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.5,didn't survive,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1
CACO1,1,7,B12,cohort 7,6/22/22,NA,NA,NA,NA,AC,6/1/22,2,0,0,NA,,0.8,3/3 Late germ,,NA,not in yet,5/20/22,3.4,NA,NA,NA,NA,NA,,NA,0.012,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1
CACO1,2,1,A11,cohort 7,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.6,Petri; Didn't survive,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1
CACO1,3,14,A09,cohort 7,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,0,NA,,2.6,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0096,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1
CACO1,4,4,A13,cohort 7,6/22/22,0,1,1,,,6/1/22,1,0,2,NA,,0.5,petri dish,,NA,not in yet,5/6/22,7.5,5/20/22,12.2,6/3/22,13.4,NA,,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1
CACO1,3,14,A03,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,2.3,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0183,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,CACO1
CACO1,4,4,D02,cohort 8,6/22/22,0,0,2,,,6/1/22,3,0,0,NA,,2.5,,,NA,not in yet,5/31/22,9.1,6/3/22,11.6,NA,NA,NA,,NA,0.0298,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,CACO1
CAIN3,1,11,C03,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.5,coh 6 blk 2 rep 6; replaced by extra,X,NA,,NA,NA,NA,NA,NA,NA,1/31/22,1/31 dried out,NA,0.0028,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,1,11,C09,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,,X,NA,,NA,NA,NA,NA,NA,NA,12/3/21,,NA,0,NO PLANT,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,1,11,D08,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,2.1,,FR,14.7,,1/24/22,NA,2/9/22,NA,2/14/22,15.3,4/15/22,,NA,0.0384,,9/20/21,10/7/21,10/28/21,1,3,0.0027,LONG,CAIN
CAIN3,1,11,D14,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.7,,X,NA,,NA,NA,NA,NA,NA,NA,12/9/21,"12/3 looks bad, 12/9 died",NA,0.0041,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,1,11,F04,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.4,,X,NA,,NA,NA,NA,NA,NA,NA,12/3/21,,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,1,11,F12,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2,coh 2 blk 3 rep 5,V,3.7,,4/1/22,4.9,5/2/22,4.1,NA,NA,5/16/22,12/3 crispy,NA,0.006,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,2,3,A03,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.3,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,wilted 12/13/21,NA,0.0398,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,2,3,B14,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.6,,X,NA,,NA,NA,NA,NA,NA,NA,12/20/21,,NA,0.0099,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,2,3,D06,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,B,12.1,,2/7/22,NA,3/16/22,NA,3/28/22,12,5/23/22,,NA,0.0153,,9/20/21,10/7/21,10/28/21,1,0,0,LONG,CAIN
CAIN3,2,3,D10,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.6,,FR,24,,2/7/22,NA,2/23/22,NA,3/4/22,NA,4/18/22,no red pick,NA,0.0428,,9/20/21,10/7/21,10/28/21,1,6,0.0039,LONG,CAIN
CAIN3,2,3,E09,cohort 1,6/22/22,1,0,3,,,6/1/22,2,0,0,NA,,1.5,coh 5 blk 2 rep,B,3.8,,3/7/22,NA,4/27/22,6.1,NA,NA,NA,,NA,0.0058,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,2,3,G05,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,coh 7 blk 3 rep 1,B,12.9,,2/7/22,NA,3/2/22,NA,3/25/22,12.7,5/13/22,,NA,0.0285,,9/20/21,10/7/21,10/28/21,1,1,0.0016,SHORT,CAIN
CAIN3,3,13,A05,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.4,,X,NA,,NA,NA,NA,NA,NA,NA,2/21/22,,NA,0.0284,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,CAIN
CAIN3,3,13,B14,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.8,,X,NA,,NA,NA,NA,NA,NA,NA,1/18/22,,NA,0.0449,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,3,13,C09,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.2,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0.0314,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,3,13,E13,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.6,,FR,23,,1/31/22,NA,2/18/22,NA,3/4/22,22.3,NA,,NA,0.0453,,9/20/21,10/7/21,10/28/21,2,7,0.0061,LONG,CAIN
CAIN3,3,13,G03,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,coh 7 blk 1 rep 15,X,NA,,NA,NA,NA,NA,12/3/21,NA,3/30/22,redpick present but death not recorded 3/30,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,3,13,G07,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.5,coh 6 blk 3 rep 11,FR,18.1,,1/27/22,NA,2/18/22,NA,2/28/22,NA,5/6/22,,NA,0.0208,,9/20/21,10/7/21,10/28/21,1,4,0.0036,LONG,CAIN
CAIN3,4,6,B08,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.6,,FR,16.3,,1/24/22,NA,2/11/22,NA,3/2/22,17.6,NA,height recorded 4/4,NA,0.0515,,9/20/21,10/7/21,10/28/21,1,0,0,SHORT,CAIN
CAIN3,4,6,C07,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,2.9,,FR,15.5,,1/31/22,NA,2/21/22,NA,3/7/22,15.2,NA,height recorded 4/4,NA,0.035,,9/20/21,10/7/21,10/28/21,1,2,0.0024,LONG,CAIN
CAIN3,4,6,D06,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.6,,FR,25.2,,1/10/22,NA,1/27/22,NA,2/14/22,24.4,4/27/22,height recorded 4/4,NA,0.0958,,9/20/21,10/7/21,10/28/21,1,5,0.0071,SHORT,CAIN
CAIN3,4,6,E01,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,3,NA,,2.5,,FR,20,,1/31/22,NA,2/18/22,NA,3/16/22,17.5,NA,,NA,0.0436,,9/20/21,10/7/21,10/28/21,2,0,0,LONG,CAIN
CAIN3,4,6,E09,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,1,NA,,1.2,coh 1 blk 1 rep 15,V,5.1,,3/14/22,6,3/30/22,7.6,NA,NA,NA,,NA,0.0065,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,CAIN
CAIN3,4,6,G13,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.6,coh blk 1 rep 14,B,6,,3/14/22,6.8,4/15/22,10.4,NA,NA,NA,,NA,0.0084,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CAIN
CAIN3,1,11,B10,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,NA,,FR,11.1,,1/27/22,NA,2/11/22,NA,2/21/22,12.4,5/23/22,,NA,0.0162,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,1,11,B14,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.9,,X,NA,,NA,NA,NA,NA,NA,NA,12/13/21,12/3 crispy; 12/13 died,NA,0,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,1,11,C11,cohort 2,6/22/22,0,1,1,,,6/1/22,0,0,2,NA,,1.7,,B,8.5,,3/4/22,NA,3/23/22,11.1,4/27/22,9.9,NA,,NA,0.0213,,10/11/21,10/28/21,11/18/21,1,1,0.0016,LONG,CAIN
CAIN3,1,11,E09,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,2.1,,B,15.5,,2/11/22,NA,3/28/22,17.1,NA,16,NA,obvious had flowers,NA,0.0218,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,2,3,A07,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.4,,B,9.3,,NA,NA,NA,NA,3/28/22,9.2,5/11/22,,NA,0.0097,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,2,3,B08,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,X,NA,,NA,NA,NA,NA,NA,NA,1/7/22,,NA,0.0011,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,2,3,F04,cohort 2,6/22/22,0,1,2,,,6/1/22,0,1,2,NA,,0.8,,B,7.8,,2/14/22,NA,3/28/22,9,4/15/22,8.5,NA,,NA,0.0106,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,3,13,F14,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.4,,,NA,,NA,NA,NA,NA,NA,NA,12/20/21,,NA,0,NO PLANT,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,3,13,G01,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.4,,FL,10.5,,2/3/22,NA,2/18/22,NA,3/16/22,11,NA,,NA,0.0083,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
CAIN3,3,13,G13,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.3,,X,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0077,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CAIN
