,Pop,Bench,Block,Position,Cohort,long.repro.census.date,long.flower.bud.count,long.mature.fruit.count,long.pedicel.count,long.STTO.BH.height.cm,long.repro.notes,short.repro.census.date,short.flower.bud.count,short.mature.fruit.count,short.pedicel.count,short.STTO.BH.height.cm,short.repro.notes,transplant.height.cm,transplant.height.notes,Mid.Season.Height.Pheno.Stage,Mid.Season.Height.cm,Mid.Season.Height.Notes,First.Bud.Date,first.bud.height.cm,First.Flower.Date,first.flower.height.cm,First.Fruit.Date,first.fruit.height.cm,Death.Date,phenology.notes,biomass.BGB.STTO.BH.g,total.ABG.biomass,biomass.notes,plant.date,transplant.date,rando.date,long.fruit.count.seeds,long.seed.counts,long.seed.weight.g,Season,Species,First.Bud.Date.jday,First.Flower.Date.jday,First.Fruit.Date.jday,rando.date.jday,Bud.season_days,Bud.data_days,Bud.perc_complete,Bud.chilling_Hours,Bud.utah_Model,Bud.chill_portions,Bud.GDH,Flower.season_days,Flower.data_days,Flower.perc_complete,Flower.chilling_Hours,Flower.utah_Model,Flower.chill_portions,Flower.GDH,Fruit.season_days,Fruit.data_days,Fruit.perc_complete,Fruit.chilling_Hours,Fruit.utah_Model,Fruit.chill_portions,Fruit.GDH,Bud.PTU,flower.PTU,fruit.PTU,bud.to.fruit.PTU
251,CACO1,2,1,E11,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,1,2,NA,,1.1,,B,8.1,,3/7/22,NA,3/21/22,16.1,3/28/22,17.7,NA,,NA,0.0351,,11/22/21,12/9/21,12/30/21,1,1,0.002,LONG,CACO1,66,80,87,364,68,68,100,519,442,22.39560616,11068.6894,82,82,100,546,413,22.39560616,14273.56579,89,89,100,547,362,22.39560616,15778.23839,8672.16226,11417.87685,13076.50087,4569.608623
252,CACO1,2,1,E13,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,1.6,16-Dec,B,8,,3/7/22,NA,3/21/22,17.4,3/28/22,18.4,NA,,NA,0.0317,,11/22/21,12/9/21,12/30/21,1,3,0.0056,LONG,CACO1,66,80,87,364,68,68,100,519,442,22.39560616,11068.6894,82,82,100,546,413,22.39560616,14273.56579,89,89,100,547,362,22.39560616,15778.23839,8672.16226,11417.87685,13076.50087,4569.608623
253,CACO1,2,1,F02,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.6,,FR,18.1,,2/16/22,NA,2/28/22,NA,3/11/22,18.6,5/23/22,,NA,0.073,,9/20/21,10/7/21,10/28/21,1,3,0.0046,LONG,CACO1,47,59,70,301,112,112,100,730,876.5,44.48270518,17708.88586,124,124,100,833,923.5,47.67218176,19826.14191,135,135,100,871,946,47.85115683,22052.5645,12639.05862,14383.33427,16296.93916,3828.362508
254,CACO1,2,1,F08,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,1.4,16-Dec,B,7.7,,3/7/22,NA,3/21/22,15.6,3/25/22,16.4,NA,,NA,0.0368,,11/22/21,12/9/21,12/30/21,1,1,0.002,LONG,CACO1,66,80,84,364,68,68,100,519,442,22.39560616,11068.6894,82,82,100,546,413,22.39560616,14273.56579,86,86,100,546,369.5,22.39560616,15111.84736,8672.16226,11417.87685,12490.58231,3983.690058
255,CACO1,2,1,F10,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.9,,X,NA,,NA,NA,NA,NA,NA,NA,12/3/21,,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CACO1,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,CACO1,2,1,F12,cohort 6,6/22/22,0,1,2,,,6/1/22,0,1,1,NA,,2,,V,1.8,,4/6/22,7.3,4/15/22,13.5,4/27/22,15,NA,,NA,0.036,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,96,105,117,48,49,49,100,164,-70,4.365625159,10189.90311,58,58,100,180,-121,4.365625159,12308.20124,70,70,100,191,-195.5,4.365625159,15004.62136,9394.437632,11437.93801,14463.93533,5361.891306
257,CACO1,2,1,G01,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,1.2,,V,3,,3/16/22,5.2,3/28/22,17.2,4/6/22,19.5,NA,,NA,0.039,,12/13/21,12/30/21,1/20/22,1,3,0.0057,LONG,CACO1,75,87,96,20,56,56,100,348,192,9.9047205,10523.74736,68,68,100,356,127,9.9047205,13163.61811,77,77,100,359,70.5,10.90189401,15155.17292,8460.613968,11106.98154,13207.19767,4951.326516
258,CACO1,2,1,G07,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.9,,B,7.9,,2/16/22,NA,3/21/22,11.3,4/15/22,11.5,5/23/22,,NA,0.0189,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CACO1,47,80,105,322,91,91,100,718,902.5,42.68286873,12594.62637,124,124,100,878,940,46.05132038,19288.30206,149,149,100,898,781.5,47.04849389,24902.82761,9546.293355,15181.89084,20984.23137,11608.41997
259,CACO1,2,1,G09,cohort 6,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,0,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,CACO1,3,14,A01,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,1.1,,V,2.2,,NA,NA,NA,NA,NA,NA,4/6/22,"0.7 cm at death, dried",NA,0,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CACO1,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,CACO1,3,14,A03,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,2.3,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0183,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,CACO1,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,CACO1,3,14,A07,cohort 3,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,2.3,,V,2.5,,NA,NA,NA,NA,NA,NA,5/18/22,,NA,0.0065,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,CACO1,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,CACO1,3,14,A09,cohort 7,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,0,NA,,2.6,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0096,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,CACO1,3,14,A11,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,0.6,,V,1.4,,4/6/22,3.1,NA,NA,NA,NA,4/13/22,,NA,0.0024,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,CACO1,96,NA,NA,343,119,119,100,788,667,38.94983163,19273.51753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16483.12582,NA,NA,NA
265,CACO1,3,14,A13,cohort 6,6/22/22,0,0,2,,,6/1/22,0,1,1,NA,,1,,V,0.7,,4/11/22,2.9,4/29/22,7.1,5/13/22,7.4,NA,,NA,0.0063,,1/10/22,1/27/22,2/17/22,1,0,0,LONG,CACO1,101,119,133,48,54,54,100,164,-121.5,4.365625159,11424.21097,72,72,100,191,-210,4.365625159,15415.64061,86,86,100,207,-331,4.365625159,18521.61033,10709.31752,14997.88066,18914.88768,8393.726838
266,CACO1,3,14,B02,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.6,,X,NA,,NA,NA,NA,NA,NA,NA,1/27/22,,NA,0.0218,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CACO1,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,CACO1,3,14,B04,cohort 1,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,3.1,,V,4.1,,3/10/22,4.8,3/28/22,7.7,4/15/22,7.7,NA,,NA,0.0157,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,CACO1,69,87,105,301,134,134,100,869,945,47.85115683,21847.83025,152,152,100,891,863,47.85115683,25907.23416,170,170,100,910,755.5,48.84833034,30017.08711,16097.58419,19933.28012,24076.99663,8147.962594
268,CACO1,3,14,B08,cohort 4,6/22/22,0,0,3,,,6/1/22,0,0,3,NA,,0.6,,V,3.1,,3/14/22,5.2,3/25/22,11.8,4/4/22,11.4,NA,,NA,0.0174,,11/22/21,12/9/21,12/30/21,1,1,0.0012,LONG,CACO1,73,84,94,364,75,75,100,539,441,22.39560616,12611.84387,86,86,100,546,369.5,22.39560616,15111.84736,96,96,100,550,325,23.39277967,17299.07593,10003.82313,12490.58231,14656.1834,4847.671301
269,CACO1,3,14,B10,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,2,NA,,2.1,,V,5,,3/11/22,5.2,3/25/22,12,4/6/22,12.1,NA,,NA,0.015,,11/22/21,12/9/21,12/30/21,1,1,0.0013,LONG,CACO1,70,84,96,364,72,72,100,527,445,22.39560616,11923.56874,86,86,100,546,369.5,22.39560616,15111.84736,98,98,100,550,305.5,23.39277967,17769.7932,9440.159914,12490.58231,15176.717,5935.912057
270,CACO1,3,14,B14,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,11/23 from cohort 3b ,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,NO PLANT,11/1/21,11/18/21,12/9/21,0,0,0,LONG,CACO1,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,CACO1,3,14,C03,cohort 3,6/22/22,0,0,1,,,6/1/22,0,0,5,NA,,1.1,11/23 from cohort 3b,B,7.6,,3/4/22,NA,3/21/22,11.2,3/28/22,11.2,NA,,NA,0.0145,,11/1/21,11/18/21,12/9/21,1,1,0.0014,LONG,CACO1,63,80,87,343,86,86,100,727,785,37.77368306,12040.42635,103,103,100,784,774.5,37.95265813,15777.29012,110,110,100,785,723.5,37.95265813,17281.96271,9562.689647,12724.28567,14382.90969,5009.508284
272,CACO1,3,14,C05,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,X,NA,,NA,NA,NA,NA,NA,NA,1/27/22,,NA,0.0068,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CACO1,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,CACO1,3,14,C09,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,0,NA,ON SHORT SEASON BENCH,1.8,,FR,15.2,,1/24/22,NA,2/14/22,NA,3/2/22,NA,NA,,NA,0.0196,,9/20/21,10/7/21,10/28/21,1,4,0.0048,SHORT,CACO1,24,45,61,301,89,89,100,577,763.5,39.35701903,13576.04458,110,110,100,725,870,43.47749439,17285.27852,126,126,100,833,920,47.67218176,20245.289,9382.601568,12340.48435,14795.9218,5510.653287
274,CACO1,3,14,C11,cohort 5,6/22/22,0,0,1,,,6/1/22,0,0,3,NA,,1.8,,V,3.4,,NA,NA,3/21/22,7.9,4/7/22,18.1,NA,,NA,0.0278,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1,NA,80,97,20,NA,NA,NA,NA,NA,NA,NA,61,61,100,355,178,9.9047205,11658.94551,78,78,100,359,57.5,10.90189401,15343.81993,NA,9448.35752,13510.85006,NA
275,CACO1,3,14,D02,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.4,,V,3.5,,3/16/22,4.9,NA,NA,NA,NA,NA,,NA,0.0166,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,CACO1,75,NA,NA,322,119,119,100,871,954,46.05132038,18153.1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14194.14729,NA,NA,NA
276,CACO1,3,14,D04,cohort 6,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,2.1,,V,1.9,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0192,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,CACO1,3,14,D12,cohort 6,6/22/22,0,1,0,,,6/1/22,0,1,1,NA,,1.2,,V,0.6,,4/15/22,5.6,4/29/22,10.7,5/13/22,11.4,NA,,NA,0.0139,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,105,119,133,48,58,58,100,180,-121,4.365625159,12308.20124,72,72,100,191,-210,4.365625159,15415.64061,86,86,100,207,-331,4.365625159,18521.61033,11437.93801,14997.88066,18914.88768,7701.290397
278,CACO1,3,14,E01,cohort 1,6/22/22,0,0,2,,,6/1/22,0,0,4,NA,,1.9,,B,7,,3/7/22,NA,3/23/22,12.6,4/7/22,13.1,NA,,NA,0.021,,9/20/21,10/7/21,10/28/21,1,0,0,LONG,CACO1,66,82,97,301,131,131,100,863,943,47.85115683,21197.68516,147,147,100,890,882,47.85115683,24894.90255,162,162,100,894,793.5,48.84833034,28087.43598,15528.94151,18841.43766,22337.14864,6973.477143
279,CACO1,3,14,E05,cohort 6,6/22/22,0,0,0,,,6/1/22,1,0,0,NA,,1.8,,V,1.6,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0137,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,CACO1,3,14,E07,cohort 4,6/22/22,0,0,5,,,6/1/22,0,1,8,NA,,1.6,,B,7.1,,3/9/22,6.2,3/21/22,12.4,4/6/22,13,NA,,NA,0.031,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,CACO1,68,80,96,364,70,70,100,525,444,22.39560616,11480.7419,82,82,100,546,413,22.39560616,14273.56579,98,98,100,550,305.5,23.39277967,17769.7932,9072.254784,11417.87685,15176.717,6309.614707
281,CACO1,3,14,E09,cohort 4,6/22/22,0,0,3,,,6/1/22,NA,NA,NA,NA,NO CONE,0.5,16-Dec,B,6.6,,3/9/22,6.1,3/21/22,11.8,3/30/22,12,NA,,NA,0.0291,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,CACO1,68,80,89,364,70,70,100,525,444,22.39560616,11480.7419,82,82,100,546,413,22.39560616,14273.56579,91,91,100,550,359,23.39277967,16209.70318,9072.254784,11417.87685,13454.22486,4587.12257
282,CACO1,3,14,F02,cohort 5,6/22/22,0,0,6,,,6/1/22,2,1,5,NA,,1.3,,V,2,,3/25/22,7.1,4/11/22,11.4,5/13/22,10.5,NA,,NA,0.0211,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1,84,101,133,20,65,65,100,355,134.5,9.9047205,12497.22708,82,82,100,359,19,10.90189401,16389.48079,114,114,100,402,-190.5,10.90189401,23486.88015,10521.06298,14522.07755,22727.64771,12447.65648
283,CACO1,3,14,F04,cohort 5,6/22/22,0,0,1,,,6/1/22,0,0,3,NA,,1.7,,V,1.6,,4/1/22,6.4,4/7/22,12.9,4/15/22,12.9,NA,,NA,0.0164,,12/13/21,12/30/21,1/20/22,1,1,0.0018,LONG,CACO1,91,97,105,20,72,72,100,359,113.5,10.90189401,14025.67148,78,78,100,359,57.5,10.90189401,15343.81993,86,86,100,375,19.5,10.90189401,17273.47106,11948.46719,13510.85006,15250.69805,3548.73727
284,CACO1,3,14,F08,cohort 5,6/22/22,0,0,7,,,6/1/22,4,0,8,NA,,1.5,,V,4.5,,3/9/22,4,3/25/22,15.4,4/4/22,16.2,NA,,NA,0.0357,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1,68,84,94,20,49,49,100,334,209,9.9047205,8866.12162,65,65,100,355,134.5,9.9047205,12497.22708,75,75,100,359,90,10.90189401,14684.45565,7102.735454,10521.06298,12686.66407,5789.081112
285,CACO1,3,14,F10,cohort 5,6/22/22,0,1,4,,,6/1/22,1,1,6,NA,,1.2,,V,2.2,,3/25/22,10.5,4/4/22,14.2,4/13/22,14.7,NA,,NA,0.0294,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1,84,94,103,20,65,65,100,355,134.5,9.9047205,12497.22708,75,75,100,359,90,10.90189401,14684.45565,84,84,100,375,23,10.90189401,16818.81841,10521.06298,12686.66407,14887.96535,4607.974116
286,CACO1,3,14,F14,cohort 1,6/22/22,NA,NA,NA,NA,ON SHORT SEASON BENCH-AC,6/1/22,0,0,1,NA,ON SHORT SEASON BENCH,2.8,,FR,21.3,,1/31/22,NA,2/16/22,NA,3/7/22,NA,NA,,NA,0.0481,,9/20/21,10/7/21,10/28/21,1,3,0.0065,SHORT,CACO1,31,47,66,301,96,96,100,649,815.5,42.22643771,14674.25376,112,112,100,730,876.5,44.48270518,17708.88586,131,131,100,863,943,47.85115683,21197.68516,10200.10345,12639.05862,15528.94151,5455.277561
287,CACO1,3,14,G01,cohort 1,6/22/22,0,0,3,,,6/1/22,1,1,1,NA,,1.2,,B,6.5,,3/7/22,6.5,5/6/22,7.9,5/20/22,9.1,NA,height recorded 3/30,NA,0.039,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CACO1,66,126,140,301,131,131,100,863,943,47.85115683,21197.68516,191,191,100,921,580.5,48.84833034,34677.36622,205,205,100,937,424.5,48.84833034,37784.58994,15528.94151,29801.4753,34128.41696,18764.74546
288,CACO1,3,14,G03,cohort 4,6/22/22,0,0,12,,,6/1/22,0,2,15,NA,,1.4,16-Dec,B,6.6,,3/4/22,NA,3/21/22,14.2,4/6/22,16.8,NA,,NA,0.0266,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,CACO1,63,80,96,364,65,65,100,489,423.5,22.21663109,10536.70202,82,82,100,546,413,22.39560616,14273.56579,98,98,100,550,305.5,23.39277967,17769.7932,8256.280828,11417.87685,15176.717,7109.72441
289,CACO1,3,14,G07,cohort 6,6/22/22,0,0,5,,,6/1/22,3,1,0,NA,,1.5,,V,1.5,,5/2/22,11.1,5/6/22,13.4,5/28/22,13.5,NA,,NA,0.0211,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,122,126,148,48,75,75,100,191,-238,4.365625159,16021.10305,79,79,100,191,-296,4.365625159,16968.48036,101,101,100,207,-606.5,4.365625159,21968.85669,15891.39056,17162.41668,24560.56766,8957.247827
290,CACO1,3,14,G11,cohort 5,6/22/22,0,0,4,,,6/1/22,2,1,1,NA,,1.6,,V,3.2,,4/6/22,5.5,4/25/22,8.7,5/2/22,9.5,NA,,NA,0.0177,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1,96,115,122,20,77,77,100,359,70.5,10.90189401,15155.17292,96,96,100,386,-36,10.90189401,19556.51841,103,103,100,386,-97.5,10.90189401,20986.37287,13207.19767,17704.90049,19704.15059,6789.346539
291,CACO1,4,4,A01,cohort 6,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,1,2,NA,COLLECTED FRUIT,1.7,,V,1.4,,4/18/22,7.6,5/2/22,11.8,5/6/22,11.8,NA,,NA,0.0159,,1/10/22,1/27/22,2/17/22,1,0,0,LONG,CACO1,108,122,126,48,61,61,100,191,-129.5,4.365625159,12949.04955,75,75,100,191,-238,4.365625159,16021.10305,79,79,100,191,-296,4.365625159,16968.48036,12134.83563,15891.39056,17162.41668,5254.905716
292,CACO1,4,4,A03,cohort 5,6/22/22,0,0,3,,,6/1/22,0,0,3,NA,,1.8,,V,5.5,,2/3/22,NA,3/18/22,11.2,4/4/22,23.9,NA,,NA,0.0419,,12/13/21,12/30/21,1/20/22,1,1,0.0019,LONG,CACO1,34,77,94,20,15,15,100,124,106.5,5.283071661,2392.777396,58,58,100,353,189.5,9.9047205,10914.84707,75,75,100,359,90,10.90189401,14684.45565,1705.637105,8865.707613,12686.66407,11097.77437
293,CACO1,4,4,A05,cohort 3,6/22/22,0,0,6,,,6/1/22,0,0,5,NA,,1.2,11/23 from cohort 3b,B,7.9,,3/4/22,NA,3/16/22,11,4/1/22,15,NA,,NA,0.0257,,11/1/21,11/18/21,12/9/21,1,0,0,LONG,CACO1,63,75,91,343,86,86,100,727,785,37.77368306,12040.42635,98,98,100,777,788.5,37.95265813,14642.09196,114,114,100,788,710,38.94983163,18144.01608,9562.689647,11736.54212,15224.39534,5850.993933
294,CACO1,4,4,A07,cohort 4,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.6,,V,2.1,on the verge of dying,NA,NA,NA,NA,NA,NA,3/28/22,1.6 cm at death,NA,0.0145,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,CACO1,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,CACO1,4,4,A09,cohort 6,6/22/22,0,1,1,,,6/1/22,1,0,1,NA,,1.5,,V,2.6,,4/13/22,5.3,5/2/22,11.6,5/13/22,11.1,NA,,NA,0.0169,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,CACO1,103,122,133,48,56,56,100,180,-117.5,4.365625159,11853.5486,75,75,100,191,-238,4.365625159,16021.10305,86,86,100,207,-331,4.365625159,18521.61033,11075.20532,15891.39056,18914.88768,8021.73487
296,CACO1,4,4,A11,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.2,,FL,10,,2/16/22,NA,3/11/22,10.2,3/23/22,10.7,NA,,NA,0.0079,,10/11/21,10/28/21,11/18/21,1,1,0.0005,LONG,CACO1,47,70,82,322,91,91,100,718,902.5,42.68286873,12594.62637,114,114,100,859,972,46.05132038,16938.305,126,126,100,878,908,46.05132038,19780.64305,9546.293355,13204.1739,15748.6724,6372.861005
297,CACO1,4,4,A13,cohort 7,6/22/22,0,1,1,,,6/1/22,1,0,2,NA,,0.5,petri dish,,NA,not in yet,5/6/22,7.5,5/20/22,12.2,6/3/22,13.4,NA,,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,CACO1,126,140,154,76,51,51,100,38,-347.5,0.997173509,11410.00282,65,65,100,54,-503.5,0.997173509,14517.22654,79,79,100,54,-766.5,0.997173509,17764.06328,12514.56275,16841.50441,22169.0134,9959.768075
298,CACO1,4,4,B02,cohort 1,6/22/22,0,2,1,,,6/1/22,2,0,2,NA,,1.6,,B,9.2,,3/4/22,NA,3/21/22,13.1,4/6/22,13.1,NA,,NA,0.0303,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CACO1,63,80,96,301,128,128,100,833,924.5,47.67218176,20665.69779,145,145,100,890,914,47.85115683,24402.56156,161,161,100,894,806.5,48.84833034,27898.78897,15113.06008,18274.6561,22033.49625,7109.72441
299,CACO1,4,4,B04,cohort 3,6/22/22,0,0,2,,,6/1/22,3,0,0,NA,,1.8,,V,3.1,,3/16/22,3.8,NA,NA,NA,NA,NA,,NA,0.0091,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,CACO1,75,NA,NA,343,98,98,100,777,788.5,37.95265813,14642.09196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11736.54212,NA,NA,NA
300,CACO1,4,4,B06,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,1,0,7,NA,,1.7,,V,8.1,,3/7/22,NA,3/23/22,20.4,4/6/22,25.6,NA,,NA,0.05,,12/13/21,12/30/21,1/20/22,3,1,0.0005,LONG,CACO1,66,82,96,20,47,47,100,328,207,9.9047205,8454.069117,63,63,100,355,146,9.9047205,12151.2865,77,77,100,359,70.5,10.90189401,15155.17292,6702.64293,10015.13908,13207.19767,6669.824748
301,CACO1,4,4,B08,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.1,,B,8.3,,2/23/22,NA,3/18/22,9.3,3/28/22,10.8,NA,,NA,0.0137,,10/11/21,10/28/21,11/18/21,1,1,0.0018,LONG,CACO1,54,77,87,322,98,98,100,778,940,43.68474583,13824.7056,121,121,100,876,951.5,46.05132038,18544.20362,131,131,100,879,889,46.05132038,20792.97466,10549.87961,14599.24093,16840.51486,6391.149891
302,CACO1,4,4,B10,cohort 5,6/22/22,0,0,3,,,6/1/22,1,0,6,NA,,1.8,,V,4,,NA,NA,3/23/22,13.1,4/18/22,19,NA,fruit: 24 cm,NA,0.0329,,12/13/21,12/30/21,1/20/22,1,0,0,LONG,CACO1,NA,82,108,20,NA,NA,NA,NA,NA,NA,NA,63,63,100,355,146,9.9047205,12151.2865,89,89,100,386,11,10.90189401,17914.31936,NA,10015.13908,15947.59567,NA
303,CACO1,4,4,B14,cohort 4,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,3,NA,,2,,B,6.2,,3/14/22,8.1,3/23/22,13.6,4/1/22,15.7,NA,,NA,0.0316,,11/22/21,12/9/21,12/30/21,1,2,0.004,LONG,CACO1,73,82,91,364,75,75,100,539,441,22.39560616,12611.84387,84,84,100,546,381,22.39560616,14765.90678,93,93,100,550,348.5,23.39277967,16640.29176,10003.82313,11984.65841,13917.98652,4109.47442
304,CACO1,4,4,C01,cohort 5,6/22/22,NA,NA,NA,NA,AC,6/1/22,0,0,7,NA,,1.6,,V,2.1,,NA,NA,4/20/22,13,5/2/22,13.1,NA,,NA,0.0228,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,CACO1,NA,110,122,20,NA,NA,NA,NA,NA,NA,NA,91,91,100,386,-0.5,10.90189401,18427.60337,103,103,100,386,-97.5,10.90189401,20986.37287,NA,16395.98614,19704.15059,NA
305,CACO1,4,4,C05,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.7,,X,NA,,NA,NA,NA,NA,NA,NA,2/14/22,crispy,NA,0.0313,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,CACO1,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
